"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
54351642,"       (2020 KD53)","2020 KD53",,,N,N,0,10.13,,,,,,,,,,,,,,,,,,,"JPL 1",2459011.5,59011,2020-06-11.0000000,J2000,.8181911496192901,168.2574408077471,30.59069188125684,15.71868402504955,111.9330343822115,221.1029202024833,356.9117302548968,305.9241897342372,.0004515882728715088,2465850.184551008998,2039-03-02.6845510,797186.3346026955,2182.57723368294,29.5964,11518.030988,25.651,6.325,7.3503,5992.9,147.25,10.542,4.6171,599.84,144.42,10896.,.024127,45658.,4.2591E7,TNO,"Otto Matic",26,2020-05-29,2020-06-24,12,,,9,.015204,,,,,,,,,
54351643,"       (2020 KE53)","2020 KE53",,,N,N,0,10.77,,,,,,,,,,,,,,,,,,,"JPL 1",2459027.5,59027,2020-06-27.0000000,J2000,.1023500847247023,39.81031916188095,35.735729622745,5.010789572458258,127.3852334753595,244.6340286162697,285.2738018178621,43.88490870101691,.003923833627980709,2478071.681090979033,2072-08-17.1810910,91747.009208763,251.189621379228,34.7388,13519.298796,30.7902,5.613,.1799,1.8672,8.4455,.26527,1.2017,56.994,36.223,2.0583,.00027605,7916.1,6454.7,TNO,"Otto Matic",80,2020-05-26,2020-08-14,21,,,8,.031519,,,,,,,,,
54351644,"       (2020 KF53)","2020 KF53",,,N,N,0,9.64,,,,,,,,,,,,,,,,,,,"JPL 1",2458999.5,58999,2020-05-30.0000000,J2000,.1015994102833853,44.94218061173201,40.37608156473065,1.374171156889154,168.6726920609387,359.4875397152739,107.8990763132274,49.50827965873338,.003271318749488301,2426016.142346422246,1930-02-08.6423464,110047.3624150233,301.293257809783,39.3828,15326.604276,34.9372,5.961,533.48,7024.3,17667.,5.9151,453.19,1.94E5,269050.,7738.,.76695,7.4513E7,2.58E7,TNO,"Otto Matic",4,2020-05-28,2020-06-01,9,,,9,1.1619,,,,,,,,,
54351645,"       (2020 KG53)","2020 KG53",,,N,N,0,8.47,,,,,,,,,,,,,,,,,,,"JPL 1",2458999.5,58999,2020-05-30.0000000,J2000,.1014082453097819,44.93593086528628,40.37905696487593,1.66075663398667,219.3533653944216,308.6949642481434,107.939981132966,49.49280476569663,.003272001241979057,2426010.520733085374,1930-02-03.0207331,110024.4081149112,301.230412361153,39.3861,15327.888537,34.945,5.960,487.12,6410.1,16131.,11.108,906.22,178990.,246230.,7060.2,.70013,6.8196E7,2.3543E7,TNO,"Otto Matic",4,2020-05-28,2020-06-01,9,,,9,1.646,,,,,,,,,
54351837,"       (2020 KL53)","2020 KL53",,,N,N,0,7.86,,,,,,,,,,,,,,,,,,,"JPL 2",2460200.5,60200,2023-09-13.0000000,J2000,.03266669684390787,43.53353022201917,42.11143358771137,2.409283422651158,236.9265811262387,189.0840766889671,226.1907284449695,44.95562685632697,.003431375485855389,2499196.311477528783,2130-06-19.8114775,104914.1959205486,287.239413882405,41.1241,16004.265997,37.0513,5.896,.042639,.028017,1.8397,.0040805,.11259,82.631,90.075,.028932,3.3125E-6,26227.,101.28,TNO,"Otto Matic",387,2020-05-26,2021-06-17,26,,,7,.024478,,,,,,,,,
54351835,"       (2020 KM53)","2020 KM53",,,N,N,0,8.99,,,,,,,,,,,,,,,,,,,1,2460200.5,60200,2023-09-13.0000000,J2000,.06091506364008741,44.51670975622434,41.80497154837663,1.964804049494076,216.8767920465697,153.3003767331809,286.4484048194698,47.22844796407205,.003318329339047383,2482365.748733763488,2084-05-20.2487338,108488.3274736521,297.024852768384,40.8042,15879.770514,36.8571,5.953,.11396,.42326,4.6767,.0028737,.22316,15.51,2.3797,.44905,4.7326E-5,1025.4,1547.3,TNO,"Otto Matic",384,2020-05-29,2021-06-17,15,,,7,.081637,,,,,,,,,
54352050,"       (2020 KN53)","2020 KN53",,,N,N,0,9.12,,,,,,,,,,,,,,,,,,,"JPL 1",2459026.5,59026,2020-06-26.0000000,J2000,.1034518987995976,43.23945108115785,38.76624776375975,9.221726844701799,273.1912393956241,53.50280298392077,327.0514443454214,47.71265439855594,.003466441024949716,2468531.509725372878,2046-07-05.0097254,103852.9135239571,284.333781037528,37.7628,14696.148876,33.7862,5.781,.055127,2.1974,3.7713,.3892,.57613,87.798,71.6,2.4248,.00026425,20012.,7916.8,TNO,"Otto Matic",78,2020-05-28,2020-08-14,30,,,8,.021135,,,,,,,,,
54352051,"       (2020 KO53)","2020 KO53",,,N,N,0,8.99,,,,,,,,,,,,,,,,,,,"JPL 1",2459032.5,59032,2020-07-02.0000000,J2000,.1144865243710304,48.53050406377817,42.97441532754205,12.22117342350613,118.1962831635638,99.6852910450029,56.3468800206329,54.08659280001431,.002915290723300326,2439704.451661533076,1967-08-01.9516615,123486.8265873852,338.088505372718,41.9902,16341.326134,37.6476,6.037,.32193,8.5974,8.3674,.9515,.96639,24.554,36.94,9.5817,.00077468,8261.4,32814.,TNO,"Otto Matic",77,2020-05-29,2020-08-14,18,,,8,.01283,,,,,,,,,
54352052,"       (2020 KP53)","2020 KP53",,,N,N,0,9.74,,,,,,,,,,,,,,,,,,,"JPL 1",2459032.5,59032,2020-07-02.0000000,J2000,.1624010060719973,46.37857220675495,38.84664542019517,4.35363576658909,259.5658675808951,290.4963090863899,76.89938526090333,53.91049899331473,.003120527485422719,2434389.427436104212,1953-01-11.9274361,115365.1110851321,315.852460192011,37.8506,14730.318002,33.4115,5.987,.27114,9.8003,5.1824,.31592,2.0288,59.742,86.916,11.392,.0009891,20044.,36567.,TNO,"Otto Matic",77,2020-05-29,2020-08-14,18,,,9,.019353,,,,,,,,,
54352479,"       (2020 KS53)","2020 KS53",,,N,N,0,8.40,,,,,,,,,,,,,,,,,,,"JPL 1",2459035.5,59035,2020-07-05.0000000,J2000,.022123139079236,44.86002402648191,43.86757947584618,5.668241733774566,132.8497976590236,327.6808530874649,186.1039495566569,45.85246857711764,.003280309495632633,2512047.586412841927,2165-08-26.0864128,109745.7421256439,300.467466463091,42.8874,16690.489458,38.6449,5.958,.12327,3.9838,9.4159,.33098,1.6621,562.37,590.42,4.072,.00043697,186210.,14619.,TNO,"Otto Matic",76,2020-05-30,2020-08-14,27,,,9,.02448,,,,,,,,,
54352480,"       (2020 KT53)","2020 KT53",,,N,N,0,8.93,,,,,,,,,,,,,,,,,,,"JPL 1",2459039.5,59039,2020-07-09.0000000,J2000,.07548471676860299,44.11910319465039,40.78878518591743,4.950001039185764,137.0381652792552,28.67082597104624,112.8314394691144,47.44942120338334,.003363288016688894,2425491.543681886280,1928-09-02.0436819,107038.1121728654,293.054379665614,39.7985,15488.382245,35.3542,5.903,.20101,6.8002,4.7893,.3689,2.5417,197.6,234.,7.3135,.00077759,61983.,24747.,TNO,"Otto Matic",75,2020-05-31,2020-08-14,15,,,9,.021105,,,,,,,,,
54352481,"       (2020 KU53)","2020 KU53",,,N,N,0,8.74,,,,,,,,,,,,,,,,,,,"JPL 1",2459033.5,59033,2020-07-03.0000000,J2000,.07805638173396816,44.52553392168083,41.05003184898137,2.931553648134348,171.1160282951111,277.447867960133,199.3563877008767,48.0010359943803,.003317342937524487,2507458.886016617565,2153-02-01.3860166,108520.5861377251,297.113172177208,40.0691,15593.691647,35.9067,5.942,.22851,4.9351,14.59,.061922,2.6716,204.15,246.5,5.3203,.00055153,80642.,18042.,TNO,"Otto Matic",77,2020-05-29,2020-08-14,15,,,9,.013726,,,,,,,,,
54352482,"       (2020 KV53)","2020 KV53",,,N,N,0,9.33,,,,,,,,,,,,,,,,,,,"JPL 1",2459027.5,59027,2020-06-27.0000000,J2000,.09892439868713666,45.37097731895776,40.88268066983215,4.371024198926917,140.690344503166,234.8704174546201,281.7906245196579,49.85927396808336,.003225053120542569,2483278.069698270421,2086-11-18.5696983,111626.0683295149,305.615519040424,39.8856,15522.278952,35.9323,5.974,.23585,2.1672,11.988,.19405,1.7493,57.959,33.302,2.3816,.00023107,8599.8,7997.8,TNO,"Otto Matic",80,2020-05-26,2020-08-14,21,,,8,.06931,,,,,,,,,
54352483,"       (2020 KW53)","2020 KW53",,,N,N,0,9.56,,,,,,,,,,,,,,,,,,,"JPL 1",2459020.5,59020,2020-06-20.0000000,J2000,.04885447796029365,44.38215644683046,42.21388936286848,5.150682873393295,133.0750589708656,335.1250954163397,178.2846437252407,46.55042353079245,.003333431030806375,2405536.674452809144,1874-01-13.1744528,107996.8346946462,295.679218876512,41.2296,16045.323432,36.9747,5.928,.10919,4.4149,9.0444,.33488,1.8427,345.91,382.52,4.6306,.00049739,107360.,16114.,TNO,"Otto Matic",77,2020-05-28,2020-08-13,21,,,9,.026166,,,,,,,,,
54352484,"       (2020 KX53)","2020 KX53",,,N,N,0,9.40,,,,,,,,,,,,,,,,,,,"JPL 1",2459011.5,59011,2020-06-11.0000000,J2000,.1005847194587292,44.11126336131412,39.67434431114622,4.070917931362344,140.907357761446,17.44343081362594,117.5603366322184,48.54818241148202,.003364184685261906,2424066.826139722274,1924-10-08.3261397,107009.5829093799,292.976270799124,38.6849,15055.002533,34.2552,5.897,10.309,167.03,305.33,2.8225,28.016,5666.1,7385.6,183.83,.019108,1997100.,607800.,TNO,"Otto Matic",26,2020-05-29,2020-06-24,12,,,9,.046409,,,,,,,,,
54352485,"       (2020 KY53)","2020 KY53",,,N,N,0,10.50,,,,,,,,,,,,,,,,,,,"JPL 2",2460200.5,60200,2023-09-13.0000000,J2000,.5260100871716819,49.00023866906903,23.22561885531881,4.713685457658165,130.5066857702169,227.3344278528039,340.8662801570272,74.77485848281924,.002873470751020469,2466859.248774866694,2041-12-05.7487749,125284.0314703574,343.008984176201,22.2232,8648.602744,18.2684,5.308,.0073,.50934,.1165,.0030848,.015823,.32809,.3322,.77726,4.4803E-5,11.836,1953.4,TNO,"Otto Matic",426,2020-05-30,2021-07-30,31,,,6,.021431,,,,,,,,,
54352486,"       (2020 KZ53)","2020 KZ53",,,N,N,0,10.36,,,,,,,,,,,,,,,,,,,"JPL 1",2459013.5,59013,2020-06-13.0000000,J2000,.4280220921601273,61.96712562007351,35.44382686702022,4.13028617046208,137.4142198494667,185.4975396063655,346.5602425241518,88.49042437312681,.002020514848952719,2465665.149941010996,2038-08-29.6499410,178172.4099610535,487.809472857094,34.4308,13399.434436,30.4014,6.305,4.4973,242.33,140.22,1.8031,14.391,1138.6,281.56,346.05,.011852,178220.,1045100.,TNO,"Otto Matic",26,2020-05-30,2020-06-25,15,,,9,.015393,,,,,,,,,
54352472,"       (2020 KA54)","2020 KA54",,,N,N,0,10.48,,,,,,,,,,,,,,,,,,,"JPL 1",2459028.5,59028,2020-06-28.0000000,J2000,.1494632829866404,48.14400413054813,40.94824321707402,10.95319148144536,118.7743884123778,188.2151579837227,345.1864661504473,55.33976504402223,.002950467005772754,2464049.242079328184,2034-03-27.7420793,122014.5825374898,334.057720841861,39.9335,15540.920195,35.8443,6.014,.043687,5.4936,3.96,.91391,1.0074,142.63,105.57,6.3147,.00050501,34985.,20884.,TNO,"Otto Matic",75,2020-05-30,2020-08-13,15,,,9,.014114,,,,,,,,,
54352473,"       (2020 KB54)","2020 KB54",,,N,N,0,9.34,,,,,,,,,,,,,,,,,,,"JPL 1",2459036.5,59036,2020-07-06.0000000,J2000,.04864512785618441,44.28085174710721,42.12680405228844,2.726032834471489,163.0587217054559,25.41660809169634,92.55718752510707,46.43489944192599,.003344876789542262,2431365.170576301465,1944-10-01.6705763,107627.2827523985,294.667440800543,41.1294,16006.328598,36.6641,5.938,.23339,5.3662,5.923,.072962,2.2952,166.22,195.36,5.6272,.00060802,53390.,19564.,TNO,"Otto Matic",76,2020-05-30,2020-08-14,24,,,8,.015852,,,,,,,,,
54352474,"       (2020 KC54)","2020 KC54",,,N,N,0,8.79,,,,,,,,,,,,,,,,,,,"JPL 1",2459023.5,59023,2020-06-23.0000000,J2000,.01779891568239406,43.01567955804107,42.25004710456661,2.589954328377672,172.8236123459185,188.5516321789493,287.2865129671935,43.78131201151553,.003493525290269751,2479837.285786904074,2077-06-17.7857869,103047.7726904341,282.129425572715,41.246,16051.70582,37.2895,5.865,.21441,3.6267,12.475,.036226,1.7798,521.65,492.5,3.6913,.00044182,138390.,13032.,TNO,"Otto Matic",77,2020-05-28,2020-08-13,18,,,8,.020504,,,,,,,,,
54352475,"       (2020 KD54)","2020 KD54",,,N,N,0,10.33,,,,,,,,,,,,,,,,,,,"JPL 1",2459028.5,59028,2020-06-28.0000000,J2000,.462250288607735,69.10689169614224,37.16221106481701,17.75345080435798,114.7149900833357,121.3468715117624,18.07276557223706,101.0515723274675,.001715623689789547,2448494.275228101438,1991-08-25.7752281,209836.2258241845,574.500276041573,36.186,14082.50562,31.9665,6.231,.4238,41.145,7.2306,1.4973,.66393,20.85,14.968,60.164,.0015322,1260.1,187400.,TNO,"Otto Matic",75,2020-05-30,2020-08-13,15,,,8,.029744,,,,,,,,,
54352476,"       (2020 KE54)","2020 KE54",,,N,N,0,8.09,,,,,,,,,,,,,,,,,,,"JPL 2",2460200.5,60200,2023-09-13.0000000,J2000,.2109224660931901,39.49059754925646,31.1611433266736,21.42383412253794,279.7556741531296,314.1794517541844,39.6100940987634,47.82005177183932,.003971581837698863,2450227.120193803305,1996-05-23.6201938,90643.98386124765,248.169702563306,30.1847,11746.979699,26.0103,5.145,.0022419,.05584,.04583,.0018067,.0006479,.32275,.075679,.067618,8.4238E-6,35.978,192.26,TNO,"Otto Matic",1175,2020-05-26,2023-08-14,24,,,5,.11687,,,,,,,,,
54352477,"       (2020 KF54)","2020 KF54",,,N,N,0,9.21,,,,,,,,,,,,,,,,,,,"JPL 1",2459027.5,59027,2020-06-27.0000000,J2000,.1256953791258603,44.12159935616595,38.57571819745336,2.904926601988542,208.2739646236466,127.6298251553618,320.3836154477859,49.66748051487855,.003363002605750915,2470807.563590931481,2052-09-27.0635909,107047.1962716831,293.079250572712,37.5668,14619.871556,33.5803,5.888,.091545,2.012,5.0226,.00784,.67653,72.095,54.207,2.2648,.00023003,15491.,7322.1,TNO,"Otto Matic",80,2020-05-26,2020-08-14,21,,,8,.015706,,,,,,,,,
54352478,"       (2020 KG54)","2020 KG54",,,N,N,0,10.84,,,,,,,,,,,,,,,,,,,"JPL 2",2460200.5,60200,2023-09-13.0000000,J2000,.587118757937738,78.04212365115629,32.22212894626604,22.47085300451825,112.4608714667001,162.7894961783013,3.748336380771542,123.8621183560466,.001429586557443426,2457578.527681321508,2016-07-09.0276813,251821.0584211139,689.448483014686,31.2117,12146.657289,27.0245,5.861,.0066772,.99679,.11,.0033545,.0010854,2.8746,.52554,1.582,2.7389E-5,417.67,4824.6,TNO,"Otto Matic",422,2020-05-31,2021-07-27,25,,,6,.020779,,,,,,,,,
54352815,"       (2020 KH54)","2020 KH54",,,N,N,0,9.06,,,,,,,,,,,,,,,,,,,"JPL 1",2459033.5,59033,2020-07-03.0000000,J2000,.1276782441418046,44.54024405479853,38.8534239002344,3.108790226347562,159.5339037525188,33.32713290161603,78.41778934209999,50.22706420936265,.003315699664304019,2435383.049934716342,1955-10-02.5499347,108574.369348246,297.260422582467,37.8546,14731.874682,33.3902,5.912,.32435,9.0871,7.2108,.11336,2.812,66.966,103.94,10.247,.0010147,24111.,33227.,TNO,"Otto Matic",77,2020-05-29,2020-08-14,15,,,9,.020446,,,,,,,,,
54352816,"       (2020 KJ54)","2020 KJ54",,,N,N,0,9.33,,,,,,,,,,,,,,,,,,,"JPL 1",2459038.5,59038,2020-07-08.0000000,J2000,.03033927485576674,43.12926680301718,41.82075612315275,2.445388685649532,181.7586324790301,218.2822662113629,249.3324518971714,44.43777748288161,.003479733314771695,2490841.956785908755,2107-08-05.4567859,103456.2040923586,283.247649807963,40.8295,15889.616515,36.8338,5.871,.29882,4.0975,16.556,.020747,1.8388,95.457,106.63,4.2218,.00049589,30928.,14743.,TNO,"Otto Matic",77,2020-05-29,2020-08-14,15,,,8,.01626,,,,,,,,,
54352817,"       (2020 KK54)","2020 KK54",,,N,N,0,9.25,,,,,,,,,,,,,,,,,,,"JPL 2",2459045.5,59045,2020-07-15.0000000,J2000,.1405162884920975,44.13726146197474,37.93525729713276,5.975224508308349,126.1486963566099,313.3143351269115,213.2534165535668,50.33926562681671,.00336121272250983,2502704.320658294135,2140-01-26.8206583,107104.2000969182,293.235318540502,36.9527,14380.882259,32.8394,5.854,.051546,.83544,1.5633,.033059,.12261,47.689,63.706,.95283,9.5432E-5,17717.,3040.9,TNO,"Otto Matic",155,2020-05-29,2020-10-31,23,,,8,.0353,,,,,,,,,
54352818,"       (2020 KL54)","2020 KL54",,,N,N,0,9.80,,,,,,,,,,,,,,,,,,,1,2460200.5,60200,2023-09-13.0000000,J2000,.1243212500612033,43.68321642809308,38.25246435505846,7.109039222336103,271.4544603504993,112.641646928286,281.1079698028159,49.11396850112772,.003413753523788943,2483310.554562352074,2086-12-21.0545624,105455.7681131103,288.722157736099,37.2623,14501.369291,33.3496,5.825,.35292,1.9753,16.446,.58937,1.3181,41.49,19.275,2.2209,.00023155,4582.4,7152.9,TNO,"Otto Matic",77,2020-05-28,2020-08-13,18,,,7,.026302,,,,,,,,,
54352819,"       (2020 KM54)","2020 KM54",,,N,N,0,10.19,,,,,,,,,,,,,,,,,,,"JPL 1",2459032.5,59032,2020-07-02.0000000,J2000,.1442301317069152,46.22064917840352,39.55423885982326,6.304021401484927,124.4877039151415,215.8484380140538,318.4197328607133,52.88705949698378,.003136534092725258,2472289.255995646981,2056-10-17.7559956,114776.3707829507,314.240577092267,38.548,15001.72516,34.565,5.975,.14895,3.5069,8.9063,.47954,1.4359,103.28,72.835,4.0128,.00035697,21940.,13063.,TNO,"Otto Matic",76,2020-05-30,2020-08-14,18,,,8,.029966,,,,,,,,,
54352821,"       (2020 KO54)","2020 KO54",,,N,N,0,11.66,,,,,,,,,,,,,,,,,,,"JPL 1",2459013.5,59013,2020-06-13.0000000,J2000,.2979261888808032,39.04700879229554,27.41388227561172,6.468681854259084,122.2804966191856,208.2368533940295,336.3132118672513,50.68013530897937,.00403945169016096,2464877.362214380096,2036-07-02.8622144,89121.00641700088,244.000017568791,26.4038,10275.566846,22.3973,5.330,1.9032,35.523,49.456,1.6412,3.9951,517.34,194.54,46.106,.0055124,56095.,121620.,TNO,"Otto Matic",28,2020-05-28,2020-06-25,15,,,9,.032408,,,,,,,,,
54352822,"       (2020 KP54)","2020 KP54",,,N,N,0,10.34,,,,,,,,,,,,,,,,,,,"JPL 1",2459020.5,59020,2020-06-20.0000000,J2000,.1151745468436304,43.53356485695197,38.51960625206473,2.91846681267684,144.4524000082808,75.36862681676106,55.2082391376845,48.54752346183921,.003431371390896611,2442931.236306728171,1976-06-01.7363067,104914.3211239319,287.239756670587,37.5131,14598.973127,33.0864,5.859,.29016,7.0821,6.522,.13899,2.0923,16.527,30.455,7.8978,.00083733,5356.8,25602.,TNO,"Otto Matic",77,2020-05-28,2020-08-13,21,,,8,.021756,,,,,,,,,
54352823,"       (2020 KQ54)","2020 KQ54",,,N,N,0,10.29,,,,,,,,,,,,,,,,,,,"JPL 1",2459031.5,59031,2020-07-01.0000000,J2000,.05238148321010415,44.70292282875631,42.36131742715923,2.883481207541425,147.2295664506259,159.043802414995,342.6183984185953,47.04452823035339,.003297616855759999,2464302.458495691815,2034-12-05.9584957,109169.7476531218,298.890479543112,41.3464,16090.778488,37.2493,5.963,.045954,4.5977,3.18,.13794,2.3059,307.17,276.52,4.8386,.00050874,83095.,16842.,TNO,"Otto Matic",77,2020-05-30,2020-08-15,21,,,9,.041968,,,,,,,,,
54352824,"       (2020 KR54)","2020 KR54",,,N,N,0,10.00,,,,,,,,,,,,,,,,,,,"JPL 1",2459020.5,59020,2020-06-20.0000000,J2000,.07360206873094628,44.33075738066148,41.06792192903513,2.033979402070126,211.6789367826215,77.81716310447234,357.8136707706948,47.59359283228783,.003339230104838539,2459675.240512232808,2022-04-05.7405122,107809.2819893905,295.165727554799,40.0518,15586.959006,35.8877,5.936,.094824,4.4593,.15913,.01263,1.3195,200.07,173.29,4.7875,.00050385,51802.,16267.,TNO,"Otto Matic",77,2020-05-28,2020-08-13,21,,,9,.021938,,,,,,,,,
54352825,"       (2020 KS54)","2020 KS54",,,N,N,0,10.06,,,,,,,,,,,,,,,,,,,"JPL 1",2459020.5,59020,2020-06-20.0000000,J2000,.0996595687267481,42.03472601043374,37.84556334468689,18.54020630554204,113.4254217630717,252.1435150131602,292.3295259690814,46.22388867618059,.003616527255590755,2477731.951414145304,2071-09-12.4514141,99543.00757542459,272.533901643873,36.8902,14356.559134,33.111,5.486,.22194,2.0584,10.837,1.3132,.46645,85.169,57.243,2.2635,.00026565,14532.,7311.7,TNO,"Otto Matic",79,2020-05-28,2020-08-15,21,,,8,.021356,,,,,,,,,
54352826,"       (2020 KT54)","2020 KT54",,,N,N,0,10.76,,,,,,,,,,,,,,,,,,,"JPL 1",2459020.5,59020,2020-06-20.0000000,J2000,.09257802185243084,40.69570321880713,36.92817551691636,18.30442470687497,280.7574812933118,278.6080804965122,77.46497867772501,44.46323092069789,.003796481060956808,2438616.084059570705,1964-08-08.5840596,94824.65320379367,259.615751413535,35.9766,14001.013422,31.8268,5.415,.20089,4.2311,4.565,.9937,.37107,44.831,65.049,4.6228,.00059207,13953.,14788.,TNO,"Otto Matic",77,2020-05-28,2020-08-13,21,,,8,.040036,,,,,,,,,
54352827,"       (2020 KU54)","2020 KU54",,,N,N,0,10.81,,,,,,,,,,,,,,,,,,,"JPL 1",2459023.5,59023,2020-06-23.0000000,J2000,.1526918877466077,45.27806019065218,38.36446770663697,6.650851606033158,268.5837555161386,22.95201680126001,356.8903361741726,52.1916526746674,.00323498562511246,2459984.760477229879,2023-02-09.2604772,111283.338388091,304.677175600523,37.349,14535.11033,33.1996,5.906,.10262,5.6799,.30056,.43978,1.2827,114.33,84.63,6.5472,.00060872,25991.,20940.,TNO,"Otto Matic",75,2020-05-30,2020-08-13,15,,,9,.071802,,,,,,,,,
54352828,"       (2020 KV54)","2020 KV54",,,N,N,0,10.06,,,,,,,,,,,,,,,,,,,"JPL 1",2459008.5,59008,2020-06-08.0000000,J2000,.4473425429033002,53.9168310809395,29.79753875990433,4.831785038889572,133.4178240795401,244.3269885515802,318.8202087231451,78.03612340197468,.002489530982281034,2475549.684492158412,2065-09-21.1844922,144605.5512312403,395.908422262123,28.8031,11209.302427,24.8505,5.834,15.086,832.85,353.18,3.6671,21.626,192.17,1440.7,1205.4,.057683,195460.,3350600.,TNO,"Otto Matic",25,2020-05-28,2020-06-22,15,,,9,.050244,,,,,,,,,
54352829,"       (2020 KW54)","2020 KW54",,,N,N,0,10.31,,,,,,,,,,,,,,,,,,,"JPL 1",2459023.5,59023,2020-06-23.0000000,J2000,.7633050045216377,181.7812916249626,43.02672199922139,6.196585705969568,127.8930157696924,149.2251718357936,.8677615573852536,320.5358612507039,.000402142799117916,2456865.655673833639,2014-07-27.1556738,895204.3920459237,2450.93604940705,42.0116,16349.654372,37.8071,7.621,.29404,212.46,3.1905,.46113,1.609,43.495,2.0638,374.63,.00070502,8754.9,1569400.,TNO,"Otto Matic",75,2020-05-30,2020-08-13,15,,,8,.012988,,,,,,,,,
54352830,"       (2020 KX54)","2020 KX54",,,N,N,0,10.29,,,,,,,,,,,,,,,,,,,"JPL 1",2459023.5,59023,2020-06-23.0000000,J2000,.04437296437771147,44.37333385250754,42.40435749014993,2.888445708227763,162.6486519139392,40.58561796114211,78.66743790086828,46.34231021486516,.003334425241820077,2435430.996886051613,1955-11-19.4968861,107964.633750042,295.591057494982,41.4013,16112.143921,36.9452,5.945,.29869,5.9022,8.0451,.082669,2.3799,117.1,148.26,6.1641,.00066528,39779.,21541.,TNO,"Otto Matic",75,2020-05-30,2020-08-13,18,,,8,.022225,,,,,,,,,
54352831,"       (2020 KY54)","2020 KY54",,,N,N,0,10.46,,,,,,,,,,,,,,,,,,,"JPL 1",2459011.5,59011,2020-06-11.0000000,J2000,.8211955839683474,130.2494631208535,23.28917919176049,4.235963887063193,137.2734565448659,240.2669598120794,351.7320253788265,237.2097470499465,.0006630406591364046,2471481.285234501825,2054-08-01.7852345,542953.1281971332,1486.52464941036,22.2931,8675.805727,18.3391,5.734,12.221,7837.,190.61,2.9257,23.994,111.61,812.15,14273.,.059842,99457.,4.9003E7,TNO,"Otto Matic",26,2020-05-29,2020-06-24,12,,,9,.0028854,,,,,,,,,
54352832,"       (2020 KZ54)","2020 KZ54",,,N,N,0,9.30,,,,,,,,,,,,,,,,,,,"JPL 1",2459008.5,59008,2020-06-08.0000000,J2000,.1017535325954899,46.15606649517671,41.45952367858015,9.998782085560622,119.3903629444866,45.60277215760641,110.5964760214943,50.85260931177327,.003143119466393801,2423821.649101079172,1924-02-06.1491011,114535.8946260605,313.582189256839,40.4764,15752.200588,36.0615,5.948,13.317,211.05,425.77,11.782,16.027,5738.3,7719.1,232.52,.021558,2214700.,785580.,TNO,"Otto Matic",26,2020-05-29,2020-06-24,15,,,9,.042827,,,,,,,,,
54352808,"       (2020 KA55)","2020 KA55",,,N,N,0,11.47,,,,,,,,,,,,,,,,,,,"JPL 1",2459032.5,59032,2020-07-02.0000000,J2000,.08775296566708289,37.10490741935715,33.84884175250602,2.944539850952119,229.0347415529807,53.37801595696575,2.721679991092818,40.36097308620829,.004360708389890937,2458408.362876453225,2018-10-16.8628765,82555.39417278112,226.02435091795,32.833,12777.61861,28.6373,5.453,.078771,2.6588,.50698,.039358,1.1454,79.435,66.731,2.8922,.00046871,15361.,8873.5,TNO,"Otto Matic",77,2020-05-29,2020-08-14,18,,,8,.025833,,,,,,,,,
54352809,"       (2020 KB55)","2020 KB55",,,N,N,0,9.79,,,,,,,,,,,,,,,,,,,"JPL 1",2459032.5,59032,2020-07-02.0000000,J2000,.05770693186423172,48.0569131302718,45.28369611865791,18.53385307295966,113.4253441064184,189.9025639930438,344.1332801976882,50.8301301418857,.002958491101244729,2464395.612228269397,2035-03-09.1122283,121683.6514561551,333.151680920343,44.2696,17228.400232,40.1585,5.862,.053448,5.1515,3.4547,1.4963,.6498,306.48,274.16,5.4488,.0004757,91885.,19566.,TNO,"Otto Matic",77,2020-05-29,2020-08-14,18,,,9,.020689,,,,,,,,,
54352810,"       (2020 KC55)","2020 KC55",,,N,N,0,9.96,,,,,,,,,,,,,,,,,,,"JPL 1",2459032.5,59032,2020-07-02.0000000,J2000,.1210626562651123,44.12191839905052,38.78040175814893,2.703465801409353,200.8537534019218,182.9436722796335,276.3210888474412,49.46343503995211,.003362966129318628,2483914.972179258333,2088-08-16.4721793,107048.3573597394,293.082429458561,37.7847,14704.671699,33.8222,5.893,.24304,2.2377,11.819,.0029899,.759,37.243,23.413,2.5086,.00025583,5325.3,8143.6,TNO,"Otto Matic",77,2020-05-29,2020-08-14,18,,,8,.032761,,,,,,,,,
