packed_designation,resonant_count,classical_count,scattering_count,detached_count,other_count
K00P29W,0,301,0,0,0
K00P29X,0,301,0,0,0
K00P29Y,0,301,0,0,0
K00P30A,0,301,0,0,0
K00P30C,0,301,0,0,0
K00P30D,0,301,0,0,0
K00P30F,0,0,265,36,0
K00P30G,0,301,0,0,0
K00P30H,8,0,2,291,0
K00P30L,219,0,82,0,0
K00P30M,0,301,0,0,0
K00P30N,0,301,0,0,0
K00QM6H,301,0,0,0,0
K00QM6L,301,0,0,0,0
K00QP1N,301,0,0,0,0
K00QP2L,123,176,0,2,0
K00SX1R,301,0,0,0,0
K00Sb0Y,0,301,0,0,0
K00W12V,0,301,0,0,0
K00WI3L,1,300,0,0,0
K00WI3M,0,301,0,0,0
K00WI3O,0,301,0,0,0
K00Y01V,0,301,0,0,0
K00Y01X,0,301,0,0,0
K00Y02A,0,301,0,0,0
K00Y02E,289,12,0,0,0
K00Y02F,0,301,0,0,0
K01DA6B,0,301,0,0,0
K01DA6C,0,301,0,0,0
K01DA6D,0,301,0,0,0
K01E24S,0,301,0,0,0
K01FH2U,301,0,0,0,0
K01FI5L,0,301,0,0,0
K01FI5T,0,301,0,0,0
K01FJ4J,0,301,0,0,0
K01FJ4M,0,0,0,301,0
K01H59A,4,297,0,0,0
K01K76F,0,301,0,0,0
K01K76G,301,0,0,0,0
K01K76H,0,301,0,0,0
K01K76L,116,185,0,0,0
K01K76Q,0,301,0,0,0
K01K76W,0,301,0,0,0
K01K76Y,301,0,0,0,0
K01K77A,0,301,0,0,0
K01K77E,0,301,0,0,0
K01K77G,0,0,301,0,0
K01K77O,0,301,0,0,0
K01OA8K,0,301,0,0,0
K01OA8N,0,301,0,0,0
K01OA8Q,0,301,0,0,0
K01OA8Z,0,301,0,0,0
K01OA9G,0,301,0,0,0
K01OA9M,12,0,288,1,0
K01P47K,0,301,0,0,0
K01QT7Q,0,301,0,0,0
K01QT7X,0,301,0,0,0
K01QT7Z,0,301,0,0,0
K01QT8A,0,301,0,0,0
K01QW2W,0,301,0,0,0
K01RE3V,0,301,0,0,0
K01RE3W,0,301,0,0,0
K01RE3Y,0,301,0,0,0
K01U18N,0,301,0,0,0
K01U18P,301,0,0,0,0
K01V71N,301,0,0,0,0
K01XP4U,0,301,0,0,0
K01XP4X,0,301,0,0,0
K02CF4S,0,301,0,0,0
K02CF4T,0,301,0,0,0
K02CF4U,0,301,0,0,0
K02CF4Y,0,301,0,0,0
K02CF4Z,0,301,0,0,0
K02CM4X,0,301,0,0,0
K02CM5B,0,301,0,0,0
K02CO8Z,301,0,0,0,0
K02CP1D,0,301,0,0,0
K02CP1E,301,0,0,0,0
K02F06V,0,301,0,0,0
K02F36W,0,301,0,0,0
K02F36X,0,301,0,0,0
K02F36Y,0,0,301,0,0
K02G31W,301,0,0,0,0
K02G32A,0,0,0,301,0
K02G32E,301,0,0,0,0
K02G32L,301,0,0,0,0
K02G32R,168,0,133,0,0
K02G32S,301,0,0,0,0
K02G32W,301,0,0,0,0
K02GG6H,301,0,0,0,0
K02PE9O,0,301,0,0,0
K02PE9P,1,300,0,0,0
K02PE9R,0,301,0,0,0
K02PF0G,301,0,0,0,0
K02PF5D,0,301,0,0,0
K02PH0R,0,301,0,0,0
K02PH0S,0,301,0,0,0
K02PH0U,301,0,0,0,0
K02PH0X,0,301,0,0,0
K02PH0Y,0,301,0,0,0
K02PH0Z,0,301,0,0,0
K02PH1A,0,301,0,0,0
K02PH1C,0,301,0,0,0
K02TU1H,301,0,0,0,0
K02VD0E,0,301,0,0,0
K02VD0F,0,301,0,0,0
K02VD0V,301,0,0,0,0
K02VD0X,301,0,0,0,0
K02VD1B,0,301,0,0,0
K02VD1D,0,301,0,0,0
K02VD1F,0,301,0,0,0
K02VD8D,301,0,0,0,0
K02W21L,0,301,0,0,0
K02X91E,0,301,0,0,0
K03FC7J,93,55,0,153,0
K03FC7L,301,0,0,0,0
K03FC7M,3,298,0,0,0
K03FC8D,0,301,0,0,0
K03FC9H,0,0,301,0,0
K03FC9Z,0,0,0,301,0
K03FD0A,0,301,0,0,0
K03G55F,0,301,0,0,0
K03H56X,0,301,0,0,0
K03H56Z,0,301,0,0,0
K03H57A,301,0,0,0,0
K03H57F,301,0,0,0,0
K03H57H,0,301,0,0,0
K03H57M,0,0,301,0,0
K03H57O,0,301,0,0,0
K03K20O,0,301,0,0,0
K03L07A,301,0,0,0,0
K03L09D,0,301,0,0,0
K03Q90T,0,301,0,0,0
K03Q90X,0,301,0,0,0
K03Q90Y,0,301,0,0,0
K03Q91D,0,301,0,0,0
K03Q91E,0,301,0,0,0
K03Q91F,0,301,0,0,0
K03Q91G,0,301,0,0,0
K03Q91J,0,301,0,0,0
K03Q91L,0,301,0,0,0
K03Q91M,0,301,0,0,0
K03Q91N,0,301,0,0,0
K03Q91P,301,0,0,0,0
K03Q91S,0,301,0,0,0
K03Q91X,301,0,0,0,0
K03QB2B,0,301,0,0,0
K03QB2E,0,301,0,0,0
K03SV7O,301,0,0,0,0
K03T58J,0,301,0,0,0
K03T58K,0,301,0,0,0
K03T58L,0,301,0,0,0
K03UT1T,0,301,0,0,0
K03UT1V,0,301,0,0,0
K03UT1Y,0,301,0,0,0
K03UT1Z,0,301,0,0,0
K03UT2B,0,301,0,0,0
K03UT2N,0,301,0,0,0
K03UT2P,301,0,0,0,0
K03UT2V,301,0,0,0,0
K03UT3K,2,299,0,0,0
K03Uf4A,301,0,0,0,0
K03WJ1A,301,0,0,0,0
K03WJ3O,301,0,0,0,0
K03YH9J,92,209,0,0,0
K03YH9K,0,301,0,0,0
K03YH9M,0,301,0,0,0
K03YH9N,0,301,0,0,0
K03YH9P,0,301,0,0,0
K03YH9R,0,301,0,0,0
K03YH9S,0,301,0,0,0
K03YH9T,0,301,0,0,0
K03YH9V,0,301,0,0,0
K03YH9X,0,301,0,0,0
K04D64H,0,301,0,0,0
K04D64M,3,298,0,0,0
K04D71M,0,301,0,0,0
K04D77G,38,263,0,0,0
K04E95S,0,301,0,0,0
K04E95V,301,0,0,0,0
K04E96G,301,0,0,0,0
K04E96J,301,0,0,0,0
K04FG4W,301,0,0,0,0
K04H78X,191,110,0,0,0
K04H78Y,301,0,0,0,0
K04H78Z,301,0,0,0,0
K04H79A,301,0,0,0,0
K04H79B,301,0,0,0,0
K04H79C,0,301,0,0,0
K04H79D,0,301,0,0,0
K04H79E,0,301,0,0,0
K04H79G,0,301,0,0,0
K04H79H,0,301,0,0,0
K04H79K,0,301,0,0,0
K04H79L,0,301,0,0,0
K04H79M,301,0,0,0,0
K04H79O,301,0,0,0,0
K04H79Q,0,0,295,6,0
K04K18V,0,0,301,0,0
K04K18Z,301,0,0,0,0
K04K19B,301,0,0,0,0
K04K19C,301,0,0,0,0
K04K19D,0,301,0,0,0
K04K19E,0,301,0,0,0
K04K19F,0,301,0,0,0
K04K19G,0,301,0,0,0
K04K19H,0,301,0,0,0
K04K19J,0,301,0,0,0
K04K19K,0,301,0,0,0
K04K19L,301,0,0,0,0
K04K19M,301,0,0,0,0
K04L31W,0,301,0,0,0
K04M08S,301,0,0,0,0
K04M08T,0,301,0,0,0
K04M08U,0,301,0,0,0
K04M08V,0,301,0,0,0
K04O14J,0,0,0,301,0
K04O15P,0,301,0,0,0
K04O15Q,301,0,0,0,0
K04O15S,0,0,0,301,0
K04PA7S,0,278,13,10,0
K04PA7X,0,301,0,0,0
K04PA7Z,0,301,0,0,0
K04PA8B,0,301,0,0,0
K04PB2D,0,301,0,0,0
K04PB7T,0,301,0,0,0
K04PB7U,0,301,0,0,0
K04PB7V,0,301,0,0,0
K04PB7W,0,301,0,0,0
K04PB7X,0,301,0,0,0
K04PB7Y,0,0,301,0,0
K04Q29E,0,301,0,0,0
K04Q29G,0,301,0,0,0
K04Q29H,2,299,0,0,0
K04S60C,301,0,0,0,0
K04TS2E,0,0,301,0,0
K04TZ7X,301,0,0,0,0
K04U10D,0,301,0,0,0
K04U10S,301,0,0,0,0
K04V75U,289,12,0,0,0
K04V75Z,301,0,0,0,0
K04V78K,301,0,0,0,0
K04VD0U,301,0,0,0,0
K04VD0V,301,0,0,0,0
K04VD0X,301,0,0,0,0
K04VD0Y,301,0,0,0,0
K04VD0Z,301,0,0,0,0
K04VD1D,0,301,0,0,0
K04VD1E,301,0,0,0,0
K04VD1F,301,0,0,0,0
K04VD1G,0,0,301,0,0
K04VD1H,0,0,301,0,0
K04VD1M,0,0,301,0,0
K04VD1U,0,301,0,0,0
K04XJ0X,0,301,0,0,0
K05B49V,0,301,0,0,0
K05B49W,0,301,0,0,0
K05C81D,301,0,0,0,0
K05C81E,0,301,0,0,0
K05C81F,301,0,0,0,0
K05ET6E,0,301,0,0,0
K05EU3M,0,301,0,0,0
K05EU4F,150,0,0,151,0
K05EV8B,0,301,0,0,0
K05EV8C,0,301,0,0,0
K05EV8W,1,300,0,0,0
K05EV8X,301,0,0,0,0
K05GI6X,0,301,0,0,0
K05GI7A,301,0,0,0,0
K05GI7C,0,301,0,0,0
K05GI7D,0,301,0,0,0
K05GI7F,301,0,0,0,0
K05GK6X,301,0,0,0,0
K05GL0V,301,0,0,0,0
K05GM8H,298,0,3,0,0
K05JH4Z,0,301,0,0,0
K05JH7H,79,222,0,0,0
K05JI5Y,0,301,0,0,0
K05JI6B,0,301,0,0,0
K05JI6J,0,301,0,0,0
K05JI6K,0,0,0,301,0
K05L54A,0,301,0,0,0
K05L54B,0,301,0,0,0
K05L54C,83,0,0,218,0
K05NC5U,36,0,0,265,0
K05NC5V,301,0,0,0,0
K05P21K,0,301,0,0,0
K05P21L,0,301,0,0,0
K05P21S,8,293,0,0,0
K05P21T,0,0,301,0,0
K05T53N,0,301,0,0,0
K05TI9V,301,0,0,0,0
K05VC2Z,243,58,0,0,0
K05VC3A,301,0,0,0,0
K06A98K,0,301,0,0,0
K06A98L,18,0,4,279,0
K06A98M,0,0,301,0,0
K06A98N,0,301,0,0,0
K06A98O,0,301,0,0,0
K06BS4R,0,301,0,0,0
K06BS4S,0,0,301,0,0
K06C69H,0,301,0,0,0
K06HC2N,0,301,0,0,0
K06HC2P,0,301,0,0,0
K06HC2T,301,0,0,0,0
K06HC2W,0,301,0,0,0
K06HC2Y,0,301,0,0,0
K06HC2Z,0,301,0,0,0
K06HC3A,0,301,0,0,0
K06HC3B,0,301,0,0,0
K06HC3C,301,0,0,0,0
K06HC3E,0,301,0,0,0
K06J58U,0,301,0,0,0
K06J58V,0,301,0,0,0
K06QI0P,0,0,301,0,0
K06QI0S,0,0,0,301,0
K06QI0Z,0,301,0,0,0
K06QI1A,0,301,0,0,0
K06QI1B,0,301,0,0,0
K06QI1F,0,301,0,0,0
K06QI1G,0,0,301,0,0
K06QI1H,142,0,0,159,0
K06QI1R,0,301,0,0,0
K06Sa9F,301,0,0,0,0
K06Sf5E,0,301,0,0,0
K06Sf5F,0,301,0,0,0
K06Sf5G,12,0,289,0,0
K06Sf5H,0,0,0,301,0
K06TC1K,301,0,0,0,0
K06TD0O,301,0,0,0,0
K06TD0P,301,0,0,0,0
K06WJ5S,301,0,0,0,0
K06WK6F,0,301,0,0,0
K06WK6G,0,0,0,301,0
K07B81O,0,0,0,301,0
K07C66J,0,301,0,0,0
K07C79Q,0,301,0,0,0
K07C79R,0,301,0,0,0
K07C79S,0,301,0,0,0
K07DA1S,0,301,0,0,0
K07F51M,0,301,0,0,0
K07F51N,297,0,4,0,0
K07F51O,0,0,0,301,0
K07F51P,0,301,0,0,0
K07H90V,0,301,0,0,0
K07J45F,301,0,0,0,0
K07L38E,0,301,0,0,0
K07L38F,239,0,0,62,0
K07L38G,301,0,0,0,0
K07L38H,0,0,298,3,0
K07L38J,0,0,0,301,0
K07RV4L,0,301,0,0,0
K07RW6W,0,301,0,0,0
K07RW6X,0,301,0,0,0
K07RW6Y,0,301,0,0,0
K07RW6Z,0,0,0,301,0
K07Tf8B,13,0,222,66,0
K07Tf8D,0,301,0,0,0
K07Th1V,301,0,0,0,0
K07Th4C,301,0,0,0,0
K07VU2J,0,301,0,0,0
K07VU2K,0,301,0,0,0
K08AB8Q,0,301,0,0,0
K08AD8U,0,0,301,0,0
K08J41O,0,0,0,301,0
K08TN9A,301,0,0,0,0
K08UX2A,301,0,0,0,0
K09DE3J,301,0,0,0,0
K09DE3L,0,301,0,0,0
K09DE3N,301,0,0,0,0
K09DE3R,0,301,0,0,0
K09DE3S,0,0,0,301,0
K09J18Z,301,0,0,0,0
K09J19E,301,0,0,0,0
K09K30K,31,0,0,270,0
K09K30N,301,0,0,0,0
K09K30O,0,301,0,0,0
K09M10F,0,301,0,0,0
K09M10G,299,0,2,0,0
K09UF6F,0,301,0,0,0
K09X26M,236,0,65,0,0
K09Y19G,301,0,0,0,0
K09Y26R,0,301,0,0,0
K09Y26S,301,0,0,0,0
K09Y26T,301,0,0,0,0
K09Y32K,0,301,0,0,0
K10AF3V,301,0,0,0,0
K10DA6F,0,0,301,0,0
K10E65Q,298,0,0,3,0
K10ED9L,301,0,0,0,0
K10F86X,0,301,0,0,0
K10JC4J,0,0,301,0,0
K10JC4K,0,301,0,0,0
K10JL0J,0,0,0,301,0
K10JL5E,0,0,301,0,0
K10K39Z,0,301,0,0,0
K10LD6B,301,0,0,0,0
K10MB6R,301,0,0,0,0
K10P66T,301,0,0,0,0
K10P75U,296,0,5,0,0
K10Q07Q,0,0,301,0,0
K10R45M,0,301,0,0,0
K10R45N,0,301,0,0,0
K10R64F,0,301,0,0,0
K10R64N,0,301,0,0,0
K10RI8D,0,301,0,0,0
K10RI8F,0,0,301,0,0
K10RJ0J,0,301,0,0,0
K10RJ0K,301,0,0,0,0
K10S41B,301,0,0,0,0
K10T00J,0,0,0,301,0
K10TI2J,301,0,0,0,0
K10TI2L,0,301,0,0,0
K10TI2N,301,0,0,0,0
K10TI2P,0,301,0,0,0
K10TJ1S,301,0,0,0,0
K10TJ2A,0,301,0,0,0
K10TJ2D,0,301,0,0,0
K10TJ2E,0,301,0,0,0
K10TJ2F,0,301,0,0,0
K10TJ2G,0,301,0,0,0
K10TJ2K,0,301,0,0,0
K10TJ5S,301,0,0,0,0
K10V11R,0,301,0,0,0
K10VM4X,0,0,301,0,0
K10VP3D,0,301,0,0,0
K10VP3E,0,0,301,0,0
K10W09G,0,0,301,0,0
K10W75M,0,301,0,0,0
K10X91E,0,0,301,0,0
K11BG3R,1,0,0,300,0
K11BG3S,0,301,0,0,0
K11BG3T,0,0,0,301,0
K11BG3U,9,0,0,292,0
K11BH0N,0,0,300,1,0
K11BH0O,0,301,0,0,0
K11BH0P,301,0,0,0,0
K11CB9W,301,0,0,0,0
K11CB9X,0,301,0,0,0
K11CB9Y,301,0,0,0,0
K11E90Z,0,301,0,0,0
K11H60O,301,0,0,0,0
K11H83P,0,0,0,301,0
K11HA2M,0,301,0,0,0
K11HA2Z,0,301,0,0,0
K11HA3F,0,301,0,0,0
K11HA3J,0,301,0,0,0
K11HA3K,50,0,0,251,0
K11HA4N,301,0,0,0,0
K11J31W,0,301,0,0,0
K11J31X,0,301,0,0,0
K11J31Y,0,301,0,0,0
K11J32A,0,301,0,0,0
K11L29J,0,301,0,0,0
K11M11V,0,0,0,301,0
K11O60B,0,0,300,1,0
K11R00S,0,0,301,0,0
K11SS1W,0,301,0,0,0
K11Uf0P,301,0,0,0,0
K11Uf0Q,301,0,0,0,0
K11Uf0R,301,0,0,0,0
K11Uf0S,301,0,0,0,0
K11Uf0U,301,0,0,0,0
K11Uf0V,301,0,0,0,0
K11Uf0W,301,0,0,0,0
K11Uf0X,301,0,0,0,0
K11Uf0Z,301,0,0,0,0
K11Uf1A,301,0,0,0,0
K11Uf1B,4,297,0,0,0
K11Uf1D,301,0,0,0,0
K11Uf1F,301,0,0,0,0
K11Uf1G,301,0,0,0,0
K11Uf1H,301,0,0,0,0
K11Uf1J,301,0,0,0,0
K11Uf1M,301,0,0,0,0
K11Uf1O,301,0,0,0,0
K11Uf1P,301,0,0,0,0
K11Uf1Q,0,0,0,301,0
K11Uf1R,0,0,0,301,0
K11Uf1S,301,0,0,0,0
K11Uf1T,301,0,0,0,0
K11Uf1U,0,301,0,0,0
K11Uf1Y,0,301,0,0,0
K11Uf1Z,0,301,0,0,0
K11Uf2B,0,301,0,0,0
K11Uf2C,0,301,0,0,0
K11Uf2D,0,301,0,0,0
K11Uf2E,0,301,0,0,0
K11Uf2G,0,301,0,0,0
K11Uf2J,0,301,0,0,0
K11Uf2K,0,301,0,0,0
K11Uf2L,0,301,0,0,0
K11Uf2O,0,301,0,0,0
K11Uf2P,0,0,0,301,0
K11Uf2Q,300,0,1,0,0
K11Uf2R,0,0,0,301,0
K11Uf2S,4,297,0,0,0
K11Uf2Z,301,0,0,0,0
K11Uf3A,301,0,0,0,0
K11Uf3J,0,0,0,301,0
K11Uf3K,0,301,0,0,0
K11V24Z,0,0,0,301,0
K11WF7J,301,0,0,0,0
K11WI8W,0,0,0,301,0
K12A25Z,0,0,0,301,0
K12BF4V,0,301,0,0,0
K12BF4Y,301,0,0,0,0
K12D98Z,0,301,0,0,0
K12DA6Q,273,28,0,0,0
K12DC1V,0,0,0,301,0
K12E18E,0,0,0,301,0
K12F87N,301,0,0,0,0
K12G17X,0,0,301,0,0
K12H85E,176,125,0,0,0
K12H87W,202,0,99,0,0
K12H87X,301,0,0,0,0
K12O06L,0,0,0,301,0
K12S67B,0,301,0,0,0
K12TW4C,301,0,0,0,0
K12TW4D,301,0,0,0,0
K12TW4E,0,301,0,0,0
K12TW4F,0,301,0,0,0
K12TZ9F,0,301,0,0,0
K12UH7G,301,0,0,0,0
K12UH7K,0,0,301,0,0
K12UH7L,0,301,0,0,0
K12UH7N,0,301,0,0,0
K12UH7P,0,301,0,0,0
K12UH7Q,0,0,0,301,0
K12UH7R,230,0,0,71,0
K12UH7V,301,0,0,0,0
K12UH8D,301,0,0,0,0
K12UI5D,0,0,301,0,0
K12UI5E,0,301,0,0,0
K12VB6B,0,301,0,0,0
K12VC8R,0,301,0,0,0
K12W37D,0,301,0,0,0
K12W37E,301,0,0,0,0
K12W37F,301,0,0,0,0
K12W37G,0,0,287,14,0
K12XF7R,301,0,0,0,0
K12XF9W,301,0,0,0,0
K12Y09O,301,0,0,0,0
K12Y12F,0,301,0,0,0
K12Y12G,301,0,0,0,0
K13AI3R,301,0,0,0,0
K13AI3S,0,0,0,301,0
K13B78K,0,0,301,0,0
K13CD4A,0,0,301,0,0
K13CO2Z,0,301,0,0,0
K13EE9M,0,301,0,0,0
K13EF4J,0,301,0,0,0
K13F28A,0,301,0,0,0
K13F28D,301,0,0,0,0
K13F28G,0,0,0,301,0
K13F28H,0,301,0,0,0
K13F28K,0,301,0,0,0
K13F28M,0,0,0,301,0
K13F28N,0,0,301,0,0
K13F28O,301,0,0,0,0
K13F28Q,48,6,0,247,0
K13GD6O,0,301,0,0,0
K13GD6Q,0,301,0,0,0
K13GD6S,301,0,0,0,0
K13GD6X,301,0,0,0,0
K13GD6Y,301,0,0,0,0
K13GD7C,0,301,0,0,0
K13GD7E,301,0,0,0,0
K13GD7F,301,0,0,0,0
K13GD7G,301,0,0,0,0
K13GD7H,301,0,0,0,0
K13GD7J,301,0,0,0,0
K13GD7L,301,0,0,0,0
K13GD7M,0,301,0,0,0
K13GD7O,0,301,0,0,0
K13GD7P,0,301,0,0,0
K13GD7R,0,301,0,0,0
K13GD7S,0,301,0,0,0
K13GD7U,0,301,0,0,0
K13GD7X,0,301,0,0,0
K13GD7Y,0,301,0,0,0
K13GD7Z,0,301,0,0,0
K13GD8B,0,301,0,0,0
K13GD8C,0,301,0,0,0
K13GD8D,0,301,0,0,0
K13GD8E,0,301,0,0,0
K13GD8F,0,301,0,0,0
K13GD8G,0,301,0,0,0
K13GD8J,0,0,301,0,0
K13GF8M,0,301,0,0,0
K13GF8N,301,0,0,0,0
K13HF6R,294,7,0,0,0
K13HF6S,0,301,0,0,0
K13HF6W,301,0,0,0,0
K13J63U,0,0,0,301,0
K13J63V,0,301,0,0,0
K13J63W,0,301,0,0,0
K13J64F,301,0,0,0,0
K13J64K,301,0,0,0,0
K13J64L,0,0,0,301,0
K13J64O,0,0,301,0,0
K13J64P,0,0,295,6,0
K13J64Q,0,0,301,0,0
K13J64R,0,0,301,0,0
K13J64S,0,301,0,0,0
K13J64U,0,301,0,0,0
K13J64Z,301,0,0,0,0
K13J65A,301,0,0,0,0
K13J65B,301,0,0,0,0
K13J65C,301,0,0,0,0
K13J65D,301,0,0,0,0
K13J65E,301,0,0,0,0
K13J65F,301,0,0,0,0
K13J65G,301,0,0,0,0
K13J65H,301,0,0,0,0
K13J65M,0,301,0,0,0
K13J65Q,0,301,0,0,0
K13J65R,0,301,0,0,0
K13J65S,0,301,0,0,0
K13J65T,0,301,0,0,0
K13J65W,301,0,0,0,0
K13J67X,0,301,0,0,0
K13K18Y,301,0,0,0,0
K13L35U,0,301,0,0,0
K13L35Y,0,301,0,0,0
K13L36Z,301,0,0,0,0
K13M18R,301,0,0,0,0
K13N24M,0,301,0,0,0
K13N33U,0,0,301,0,0
K13P74U,0,0,301,0,0
K13P74W,0,301,0,0,0
K13P74X,301,0,0,0,0
K13P76S,161,140,0,0,0
K13P84D,65,0,231,5,0
K13Q95P,0,301,0,0,0
K13Q99R,0,301,0,0,0
K13QA3X,0,0,0,301,0
K13R98B,301,0,0,0,0
K13R98D,301,0,0,0,0
K13R98P,0,301,0,0,0
K13R98Q,7,0,0,294,0
K13R98R,0,0,0,301,0
K13RA8X,0,301,0,0,0
K13RA8Y,0,0,301,0,0
K13RA8Z,301,0,0,0,0
K13RA9B,0,301,0,0,0
K13RA9C,301,0,0,0,0
K13RA9D,0,0,301,0,0
K13RA9E,301,0,0,0,0
K13RA9F,0,301,0,0,0
K13RA9G,1,300,0,0,0
K13RA9H,301,0,0,0,0
K13RA9J,0,301,0,0,0
K13RA9K,0,0,301,0,0
K13RA9L,0,230,71,0,0
K13RA9M,301,0,0,0,0
K13RA9N,0,301,0,0,0
K13RA9O,0,301,0,0,0
K13RA9P,0,301,0,0,0
K13RA9Q,301,0,0,0,0
K13RA9R,0,301,0,0,0
K13RA9S,0,301,0,0,0
K13RA9T,11,290,0,0,0
K13RC4D,0,301,0,0,0
K13RC4E,2,0,0,299,0
K13RC4F,0,301,0,0,0
K13RC4G,18,0,0,283,0
K13RC4H,0,301,0,0,0
K13RC4J,0,301,0,0,0
K13RC4K,301,0,0,0,0
K13RC4L,301,0,0,0,0
K13RC4M,299,0,2,0,0
K13RC4N,0,301,0,0,0
K13RC4O,0,301,0,0,0
K13RC4P,0,301,0,0,0
K13RC4Q,0,301,0,0,0
K13RC4R,0,301,0,0,0
K13RC4S,0,301,0,0,0
K13RC4T,301,0,0,0,0
K13RC4U,0,0,0,301,0
K13RC4V,0,301,0,0,0
K13RC4W,301,0,0,0,0
K13RC4X,301,0,0,0,0
K13RC8T,0,301,0,0,0
K13RC8U,0,0,0,301,0
K13RC8V,184,0,0,117,0
K13RC8W,0,301,0,0,0
K13RF5Q,0,0,0,301,0
K13RF5R,3,0,0,298,0
K13RF5S,43,0,0,258,0
K13RF5T,74,0,191,36,0
K13RF5U,0,301,0,0,0
K13RF5V,0,301,0,0,0
K13RF5X,0,0,0,301,0
K13RF5Y,300,1,0,0,0
K13RF5Z,0,301,0,0,0
K13RF6A,0,0,301,0,0
K13RF6B,0,301,0,0,0
K13RF6D,0,301,0,0,0
K13RF6E,0,301,0,0,0
K13RF6F,301,0,0,0,0
K13RF6G,301,0,0,0,0
K13RF6H,301,0,0,0,0
K13RF6O,0,301,0,0,0
K13RF6P,0,301,0,0,0
K13RF6Q,301,0,0,0,0
K13RF6R,301,0,0,0,0
K13RF6S,0,0,0,301,0
K13RF6T,0,0,0,301,0
K13RF6U,1,0,0,300,0
K13RF6V,301,0,0,0,0
K13RF6W,0,301,0,0,0
K13RF6X,2,299,0,0,0
K13RF6Y,0,0,0,301,0
K13RF6Z,0,301,0,0,0
K13RF7A,0,0,0,301,0
K13RF7B,301,0,0,0,0
K13RF7C,301,0,0,0,0
K13RF7D,301,0,0,0,0
K13RF7E,0,301,0,0,0
K13RF7F,301,0,0,0,0
K13RF7G,0,301,0,0,0
K13RF7H,0,301,0,0,0
K13RF7L,0,0,0,301,0
K13RF7M,0,0,0,301,0
K13RF7O,98,0,203,0,0
K13RF7P,248,53,0,0,0
K13RF7Q,301,0,0,0,0
K13RF7R,0,301,0,0,0
K13RF7S,0,301,0,0,0
K13RF7T,0,301,0,0,0
K13RF7U,0,301,0,0,0
K13RF7V,0,0,301,0,0
K13RF7W,0,301,0,0,0
K13RF7X,0,301,0,0,0
K13RF7Y,301,0,0,0,0
K13RF8A,0,301,0,0,0
K13RF8B,0,301,0,0,0
K13RF8C,301,0,0,0,0
K13RF8D,0,0,33,268,0
K13RF8E,0,0,301,0,0
K13RF8F,0,301,0,0,0
K13RF8G,0,0,0,301,0
K13RF8J,0,0,301,0,0
K13RF8K,1,300,0,0,0
K13RF8L,0,301,0,0,0
K13RF8M,122,179,0,0,0
K13RF8N,14,1,278,8,0
K13RF8O,0,301,0,0,0
K13RF8P,0,301,0,0,0
K13RF8Q,0,301,0,0,0
K13RF8T,0,301,0,0,0
K13S99Z,0,301,0,0,0
K13SA0J,0,301,0,0,0
K13SA0K,0,0,0,301,0
K13SA0L,0,301,0,0,0
K13SA0M,0,301,0,0,0
K13SA0N,0,301,0,0,0
K13SA0O,0,301,0,0,0
K13SA0P,27,274,0,0,0
K13SA0Q,301,0,0,0,0
K13SA0R,0,301,0,0,0
K13SA0S,0,301,0,0,0
K13SA0T,0,301,0,0,0
K13SA0U,301,0,0,0,0
K13SA0V,0,301,0,0,0
K13SA0W,0,301,0,0,0
K13SA0X,0,301,0,0,0
K13SA0Y,0,301,0,0,0
K13SA0Z,82,219,0,0,0
K13SA1A,301,0,0,0,0
K13SA1B,301,0,0,0,0
K13SA1C,0,301,0,0,0
K13SA1D,0,301,0,0,0
K13SA1E,0,301,0,0,0
K13SA1F,0,301,0,0,0
K13SA1G,0,301,0,0,0
K13SA2G,0,301,0,0,0
K13SA2H,0,301,0,0,0
K13SA2J,301,0,0,0,0
K13SA2K,301,0,0,0,0
K13SA2M,0,0,0,301,0
K13SA2N,0,0,0,301,0
K13SA2O,301,0,0,0,0
K13SA2P,301,0,0,0,0
K13SA2Q,203,0,72,26,0
K13SA2R,301,0,0,0,0
K13SA2S,0,301,0,0,0
K13SA2T,0,301,0,0,0
K13SA6D,0,301,0,0,0
K13SA6E,0,301,0,0,0
K13SA6F,32,0,0,269,0
K13SA6G,0,0,0,301,0
K13SA6H,301,0,0,0,0
K13SA6J,0,301,0,0,0
K13SA6K,0,301,0,0,0
K13SA6L,0,301,0,0,0
K13SA6M,0,301,0,0,0
K13SA6N,0,301,0,0,0
K13SB1Y,0,0,0,301,0
K13SB2A,0,301,0,0,0
K13SB2B,0,301,0,0,0
K13SB2C,0,301,0,0,0
K13SB2D,301,0,0,0,0
K13SB2E,301,0,0,0,0
K13SB2F,0,301,0,0,0
K13SB2G,210,91,0,0,0
K13SB2H,0,301,0,0,0
K13SB2J,0,301,0,0,0
K13SB2K,0,301,0,0,0
K13SB2L,301,0,0,0,0
K13SB2M,0,301,0,0,0
K13SB2N,0,301,0,0,0
K13SB2O,0,0,0,301,0
K13SB2P,231,70,0,0,0
K13SB2Q,0,301,0,0,0
K13SB2S,0,301,0,0,0
K13SB2T,0,301,0,0,0
K13SB2U,301,0,0,0,0
K13SB2V,0,301,0,0,0
K13SB2W,0,301,0,0,0
K13SB2X,299,0,0,2,0
K13SB2Y,2,0,299,0,0
K13SB2Z,0,301,0,0,0
K13SB3A,0,301,0,0,0
K13SB3B,0,301,0,0,0
