packed_designation,resonant_count,classical_count,scattering_count,detached_count,other_count
K13SB3D,0,301,0,0,0
K13SB3E,301,0,0,0,0
K13SB3F,301,0,0,0,0
K13SB3G,0,301,0,0,0
K13SB3H,0,301,0,0,0
K13TF9M,0,301,0,0,0
K13TH1X,218,0,0,83,0
K13TH1Y,301,0,0,0,0
K13TH1Z,0,301,0,0,0
K13TH2A,301,0,0,0,0
K13TH2B,293,8,0,0,0
K13TH2C,0,301,0,0,0
K13TH2D,0,301,0,0,0
K13TH2E,0,0,0,301,0
K13TH2F,0,301,0,0,0
K13TH2G,301,0,0,0,0
K13TH2H,301,0,0,0,0
K13TH2J,0,0,0,301,0
K13TH2K,0,301,0,0,0
K13TH2L,0,301,0,0,0
K13TH2M,190,0,111,0,0
K13TI7B,0,0,301,0,0
K13TI7C,171,130,0,0,0
K13TI7D,0,0,0,301,0
K13TI7E,7,294,0,0,0
K13TI7F,301,0,0,0,0
K13TI7G,301,0,0,0,0
K13TI7H,0,301,0,0,0
K13TI7J,0,301,0,0,0
K13TI7K,97,204,0,0,0
K13TI7L,301,0,0,0,0
K13TI7M,301,0,0,0,0
K13TI7N,301,0,0,0,0
K13TI7O,301,0,0,0,0
K13TI7P,10,0,0,291,0
K13TI7Q,0,301,0,0,0
K13TI7R,0,0,0,301,0
K13TI7S,301,0,0,0,0
K13TI7T,0,301,0,0,0
K13TI7U,301,0,0,0,0
K13TI7V,88,213,0,0,0
K13TI7W,0,301,0,0,0
K13TI7X,0,301,0,0,0
K13TI7Y,0,301,0,0,0
K13TI7Z,301,0,0,0,0
K13TI8B,301,0,0,0,0
K13TI8C,0,301,0,0,0
K13TI8D,0,301,0,0,0
K13TI8E,301,0,0,0,0
K13TI8F,0,301,0,0,0
K13TM7K,55,0,246,0,0
K13TM7L,0,301,0,0,0
K13TM7N,0,301,0,0,0
K13TM7P,0,301,0,0,0
K13TM7Q,0,301,0,0,0
K13TM7R,301,0,0,0,0
K13TM7S,0,0,301,0,0
K13TM7T,0,301,0,0,0
K13TM7U,0,301,0,0,0
K13TM7V,301,0,0,0,0
K13TM7X,301,0,0,0,0
K13TM7Y,2,0,299,0,0
K13TM7Z,0,301,0,0,0
K13TM8A,0,301,0,0,0
K13TM8B,298,0,3,0,0
K13TM8C,0,301,0,0,0
K13TM8D,301,0,0,0,0
K13TM8E,301,0,0,0,0
K13TM8F,0,301,0,0,0
K13TM8G,298,3,0,0,0
K13TM8H,301,0,0,0,0
K13TM8J,0,301,0,0,0
K13TM8K,301,0,0,0,0
K13TM8L,301,0,0,0,0
K13TM8M,0,301,0,0,0
K13TM8N,0,0,301,0,0
K13TM8O,0,301,0,0,0
K13TM8P,0,301,0,0,0
K13TM8Q,301,0,0,0,0
K13TM8S,0,301,0,0,0
K13TM8T,0,301,0,0,0
K13TM8U,0,301,0,0,0
K13TM8W,0,301,0,0,0
K13TM8X,0,301,0,0,0
K13TM8Y,7,294,0,0,0
K13TM8Z,0,301,0,0,0
K13TM9A,0,301,0,0,0
K13TM9B,0,301,0,0,0
K13TM9C,301,0,0,0,0
K13TM9D,3,298,0,0,0
K13TM9E,301,0,0,0,0
K13TM9G,0,301,0,0,0
K13TM9H,0,301,0,0,0
K13TM9J,0,0,0,301,0
K13TM9M,0,301,0,0,0
K13TM9N,0,301,0,0,0
K13TM9O,0,301,0,0,0
K13TM9P,0,301,0,0,0
K13TM9Q,301,0,0,0,0
K13TM9S,0,301,0,0,0
K13U15E,0,0,301,0,0
K13U15K,301,0,0,0,0
K13U15N,0,301,0,0,0
K13U15O,0,301,0,0,0
K13U15P,0,301,0,0,0
K13U15Q,0,301,0,0,0
K13U15R,0,0,301,0,0
K13U15S,301,0,0,0,0
K13U16W,0,301,0,0,0
K13U16X,301,0,0,0,0
K13U16Y,0,301,0,0,0
K13U16Z,128,0,173,0,0
K13U17A,301,0,0,0,0
K13U17B,301,0,0,0,0
K13U17E,0,301,0,0,0
K13U17F,301,0,0,0,0
K13U17G,9,292,0,0,0
K13U17H,301,0,0,0,0
K13U17J,301,0,0,0,0
K13U17K,301,0,0,0,0
K13U17L,0,301,0,0,0
K13U17M,0,301,0,0,0
K13U17N,0,301,0,0,0
K13U17O,138,0,163,0,0
K13U17P,0,301,0,0,0
K13U17Q,301,0,0,0,0
K13U17R,0,301,0,0,0
K13U17S,0,301,0,0,0
K13U17T,0,301,0,0,0
K13U17V,301,0,0,0,0
K13U17W,0,301,0,0,0
K13U17X,301,0,0,0,0
K13U17Y,0,301,0,0,0
K13U17Z,301,0,0,0,0
K13U18A,0,301,0,0,0
K13U18B,0,301,0,0,0
K13U18C,0,301,0,0,0
K13U18D,0,301,0,0,0
K13U18F,0,301,0,0,0
K13U18G,0,301,0,0,0
K13U18W,301,0,0,0,0
K13U18X,0,301,0,0,0
K13U22R,0,301,0,0,0
K13U22T,301,0,0,0,0
K13U31E,0,301,0,0,0
K13U31F,301,0,0,0,0
K13U49L,0,301,0,0,0
K13V24D,300,1,0,0,0
K13V24F,301,0,0,0,0
K13V25Q,0,0,0,301,0
K13V30X,0,301,0,0,0
K13V31Z,0,301,0,0,0
K13V46K,0,0,301,0,0
K13V46L,0,301,0,0,0
K13V46M,301,0,0,0,0
K13V46N,301,0,0,0,0
K13V46O,301,0,0,0,0
K13V46P,301,0,0,0,0
K13V46Q,301,0,0,0,0
K13V46R,301,0,0,0,0
K13V46S,47,0,0,254,0
K13V71O,0,301,0,0,0
K13V71Q,301,0,0,0,0
K13V71R,301,0,0,0,0
K13V71S,301,0,0,0,0
K13V71T,301,0,0,0,0
K13V71U,0,0,301,0,0
K13V71V,0,301,0,0,0
K13V71W,0,301,0,0,0
K13V71X,0,301,0,0,0
K13V71Y,301,0,0,0,0
K13V71Z,0,0,0,301,0
K13V72A,0,301,0,0,0
K13V72B,42,0,0,259,0
K13V72C,301,0,0,0,0
K13V72D,301,0,0,0,0
K13V72E,301,0,0,0,0
K13V72F,301,0,0,0,0
K13V72H,0,301,0,0,0
K13WB4G,0,301,0,0,0
K13WC3H,0,301,0,0,0
K13WC3J,301,0,0,0,0
K13WC3K,301,0,0,0,0
K13WD9A,0,301,0,0,0
K13WD9B,0,301,0,0,0
K13WD9C,0,301,0,0,0
K13X33U,0,301,0,0,0
K13X40L,3,0,296,2,0
K13X40M,0,301,0,0,0
K13YG9D,0,301,0,0,0
K14A55M,0,301,0,0,0
K14B70D,0,301,0,0,0
K14DB2T,0,0,301,0,0
K14F43P,0,301,0,0,0
K14F61X,0,301,0,0,0
K14F62B,301,0,0,0,0
K14F62C,0,301,0,0,0
K14F69C,47,0,0,254,0
K14F70L,301,0,0,0,0
K14F71V,0,0,0,301,0
K14F71X,301,0,0,0,0
K14F71Y,0,301,0,0,0
K14F71Z,3,0,0,298,0
K14F72A,71,0,97,133,0
K14F72C,0,0,0,301,0
K14F72G,0,301,0,0,0
K14F72H,49,0,0,252,0
K14F72J,214,0,1,86,0
K14F72K,0,0,0,301,0
K14F72L,78,0,0,223,0
K14G53T,0,301,0,0,0
K14G54E,301,0,0,0,0
K14G54J,301,0,0,0,0
K14G54K,301,0,0,0,0
K14G65K,301,0,0,0,0
K14HK8P,0,0,0,301,0
K14HK8V,0,301,0,0,0
K14HL1O,0,0,0,301,0
K14J80E,0,0,301,0,0
K14J80O,241,0,60,0,0
K14J80T,301,0,0,0,0
K14J80U,0,0,0,301,0
K14J80V,0,0,301,0,0
K14J92C,0,301,0,0,0
K14J92Q,301,0,0,0,0
K14KA1S,0,301,0,0,0
K14KA1T,301,0,0,0,0
K14KA1X,301,0,0,0,0
K14KA2A,0,0,301,0,0
K14KA2B,301,0,0,0,0
K14KA2C,301,0,0,0,0
K14KA2D,301,0,0,0,0
K14KB3E,301,0,0,0,0
K14L28O,0,301,0,0,0
K14L28Q,0,301,0,0,0
K14L28T,0,301,0,0,0
K14L28U,0,0,0,301,0
K14M69X,0,0,301,0,0
K14M70E,0,301,0,0,0
K14M70F,301,0,0,0,0
K14M70G,0,301,0,0,0
K14M70H,301,0,0,0,0
K14MA3B,0,301,0,0,0
K14MA5H,282,19,0,0,0
K14N65V,0,0,301,0,0
K14N65Y,0,301,0,0,0
K14N66A,32,268,1,0,0
K14N66B,0,301,0,0,0
K14N66C,0,301,0,0,0
K14N81D,0,301,0,0,0
K14N86T,301,0,0,0,0
K14N96B,0,301,0,0,0
K14Od3V,301,0,0,0,0
K14Od3W,0,0,301,0,0
K14Od3Y,0,0,301,0,0
K14Od4C,0,301,0,0,0
K14Od4D,0,301,0,0,0
K14Od4F,0,301,0,0,0
K14Od4J,0,301,0,0,0
K14Od4Q,0,0,0,301,0
K14P70N,0,301,0,0,0
K14P70S,0,301,0,0,0
K14P82M,301,0,0,0,0
K14P88E,0,301,0,0,0
K14PA2Z,1,300,0,0,0
K14Qh3F,0,301,0,0,0
K14Qi1M,301,0,0,0,0
K14Qi1O,301,0,0,0,0
K14Qi1P,0,301,0,0,0
K14Qi1U,0,301,0,0,0
K14Qi1W,0,301,0,0,0
K14Qi1Y,301,0,0,0,0
K14Qi2C,301,0,0,0,0
K14Qi2E,0,301,0,0,0
K14Qi2F,0,301,0,0,0
K14Qi2G,0,0,0,301,0
K14Qn5T,0,0,0,301,0
K14Qn5U,301,0,0,0,0
K14Qn5V,1,0,0,300,0
K14Qn5W,0,0,301,0,0
K14Qp0S,301,0,0,0,0
K14Qp0T,301,0,0,0,0
K14Qp0U,0,301,0,0,0
K14Qp0V,0,301,0,0,0
K14Qp0X,0,301,0,0,0
K14Qp0Y,0,301,0,0,0
K14Qp0Z,301,0,0,0,0
K14Qq7B,0,301,0,0,0
K14Qu2F,301,0,0,0,0
K14Qu2G,301,0,0,0,0
K14Qu2H,0,301,0,0,0
K14Qu2J,0,301,0,0,0
K14Qu2K,0,301,0,0,0
K14Qu2L,0,301,0,0,0
K14Qu2M,32,269,0,0,0
K14Qu2P,0,0,0,301,0
K14Qu2Q,0,0,0,301,0
K14Qu2R,301,0,0,0,0
K14Qu2S,180,0,14,107,0
K14Qu2T,0,301,0,0,0
K14Qu2U,301,0,0,0,0
K14Qu2V,0,301,0,0,0
K14Qu2W,20,0,0,281,0
K14Qu2X,0,301,0,0,0
K14Qu2Y,0,301,0,0,0
K14Qu2Z,0,301,0,0,0
K14Qu3H,141,2,158,0,0
K14R70H,0,301,0,0,0
K14R70J,0,301,0,0,0
K14R74L,0,301,0,0,0
K14R74M,0,0,0,301,0
K14R74N,301,0,0,0,0
K14R74O,0,301,0,0,0
K14R86L,130,0,157,14,0
K14R86M,0,301,0,0,0
K14R86O,0,301,0,0,0
K14R86P,64,0,0,237,0
K14R86Q,0,301,0,0,0
K14R86R,1,300,0,0,0
K14R86S,0,301,0,0,0
K14R86T,0,301,0,0,0
K14R86U,301,0,0,0,0
K14R86V,273,0,0,28,0
K14R86W,301,0,0,0,0
K14R86X,0,301,0,0,0
K14R86Y,0,301,0,0,0
K14SY8Z,0,0,0,301,0
K14SY9S,88,0,0,213,0
K14SY9V,12,0,62,227,0
K14SZ0C,0,301,0,0,0
K14SZ0D,9,0,292,0,0
K14SZ0F,301,0,0,0,0
K14SZ0N,0,301,0,0,0
K14SZ0O,301,0,0,0,0
K14SZ0Q,0,301,0,0,0
K14SZ0R,8,0,0,293,0
K14Sa3M,0,301,0,0,0
K14Sa3N,0,301,0,0,0
K14Sa3O,0,301,0,0,0
K14Sa3P,0,0,0,301,0
K14Sa5A,0,301,0,0,0
K14Sb3M,0,301,0,0,0
K14Sb3N,2,0,0,299,0
K14Sb3O,0,301,0,0,0
K14Sb3P,301,0,0,0,0
K14Sb3Q,0,301,0,0,0
K14Sb3R,301,0,0,0,0
K14Sb3S,0,0,0,301,0
K14Sb3T,4,0,0,297,0
K14Sb3U,301,0,0,0,0
K14Sb3V,301,0,0,0,0
K14Sb3W,300,0,0,1,0
K14Sb3X,0,301,0,0,0
K14Sb3Y,0,301,0,0,0
K14Sb3Z,0,0,0,301,0
K14Sb4A,0,301,0,0,0
K14Sb4B,0,301,0,0,0
K14Sb4C,301,0,0,0,0
K14Sb8F,0,301,0,0,0
K14Sb8G,0,0,0,301,0
K14Sb8J,0,0,301,0,0
K14Se3D,160,0,1,140,0
K14Se3L,301,0,0,0,0
K14Se3N,96,0,102,103,0
K14Se3Q,193,0,0,108,0
K14Se3R,264,0,37,0,0
K14Se3S,0,301,0,0,0
K14Se3T,1,300,0,0,0
K14Se3U,0,301,0,0,0
K14Se3V,0,301,0,0,0
K14Se3W,0,301,0,0,0
K14Se3Y,0,0,0,301,0
K14Se3Z,0,301,0,0,0
K14Se4A,3,0,275,23,0
K14Se4B,301,0,0,0,0
K14Se4C,301,0,0,0,0
K14Se4D,301,0,0,0,0
K14Se4E,0,0,0,301,0
K14Se4F,0,301,0,0,0
K14Se4G,18,0,0,283,0
K14Se4H,0,0,0,301,0
K14Se4J,301,0,0,0,0
K14Se4K,301,0,0,0,0
K14Se4L,0,301,0,0,0
K14Se4R,0,301,0,0,0
K14T85T,0,301,0,0,0
K14T85X,0,301,0,0,0
K14T86B,0,301,0,0,0
K14T86E,0,301,0,0,0
K14T86F,0,301,0,0,0
K14T95L,301,0,0,0,0
K14T95M,301,0,0,0,0
K14TA0S,1,0,0,300,0
K14TA0T,225,0,0,76,0
K14TB4Y,0,301,0,0,0
K14TB5A,301,0,0,0,0
K14TB5C,0,0,0,301,0
K14TB5D,0,301,0,0,0
K14TB5G,0,301,0,0,0
K14TB5H,301,0,0,0,0
K14TB5J,301,0,0,0,0
K14TB5K,301,0,0,0,0
K14TB5L,301,0,0,0,0
K14TB5O,0,0,0,301,0
K14TB5P,67,0,0,234,0
K14TB5Q,301,0,0,0,0
K14TB5R,254,47,0,0,0
K14TB5T,301,0,0,0,0
K14TB5V,0,301,0,0,0
K14TB5W,0,301,0,0,0
K14TB5X,0,301,0,0,0
K14TB5Y,0,0,0,301,0
K14TB5Z,298,3,0,0,0
K14TB6A,0,301,0,0,0
K14TB6B,0,0,0,301,0
K14TB6D,0,301,0,0,0
K14TB6F,301,0,0,0,0
K14UJ2H,301,0,0,0,0
K14UM4F,0,301,0,0,0
K14UM4O,301,0,0,0,0
K14UM4Y,0,0,301,0,0
K14UM4Z,0,0,25,276,0
K14UM5A,0,0,114,187,0
K14UM5B,0,301,0,0,0
K14UM5C,301,0,0,0,0
K14UM5H,0,301,0,0,0
K14UM5N,0,0,0,301,0
K14UM8B,301,0,0,0,0
K14UM8C,0,301,0,0,0
K14UM8D,0,0,0,301,0
K14UM8E,301,0,0,0,0
K14UM8F,301,0,0,0,0
K14UM8G,0,0,0,301,0
K14UM8H,301,0,0,0,0
K14UM8J,0,301,0,0,0
K14UM8K,5,0,0,296,0
K14UM8L,0,301,0,0,0
K14UM8M,301,0,0,0,0
K14UM8N,0,301,0,0,0
K14UM8O,301,0,0,0,0
K14UM8P,0,301,0,0,0
K14UM8Q,301,0,0,0,0
K14UM8R,0,301,0,0,0
K14UM8S,301,0,0,0,0
K14UM8T,0,301,0,0,0
K14UM8U,301,0,0,0,0
K14UM8V,301,0,0,0,0
K14UM8W,301,0,0,0,0
K14UM8X,301,0,0,0,0
K14UM8Y,0,301,0,0,0
K14UM8Z,301,0,0,0,0
K14UM9A,301,0,0,0,0
K14UM9B,301,0,0,0,0
K14UM9C,0,301,0,0,0
K14UM9D,301,0,0,0,0
K14UM9E,0,301,0,0,0
K14UM9F,301,0,0,0,0
K14UM9H,0,301,0,0,0
K14UM9J,0,301,0,0,0
K14UM9K,0,301,0,0,0
K14UM9L,0,301,0,0,0
K14UM9M,301,0,0,0,0
K14UM9N,0,301,0,0,0
K14UM9O,301,0,0,0,0
K14UM9P,0,301,0,0,0
K14UM9Q,0,0,301,0,0
K14UM9R,0,301,0,0,0
K14UM9S,301,0,0,0,0
K14UM9T,301,0,0,0,0
K14UM9U,301,0,0,0,0
K14UM9V,164,0,0,137,0
K14UM9W,301,0,0,0,0
K14UM9Y,301,0,0,0,0
K14UN0A,301,0,0,0,0
K14UN0B,0,0,0,301,0
K14UN0C,0,301,0,0,0
K14UN1K,0,301,0,0,0
K14UN1O,301,0,0,0,0
K14UN3M,0,301,0,0,0
K14UO0U,1,300,0,0,0
K14UO1D,0,301,0,0,0
K14UO1E,0,301,0,0,0
K14UO1F,224,77,0,0,0
K14UP0N,0,301,0,0,0
K14UP0O,0,301,0,0,0
K14UP0P,0,0,0,301,0
K14UP0Q,301,0,0,0,0
K14UR6W,301,0,0,0,0
K14UR6X,0,301,0,0,0
K14UR6Y,301,0,0,0,0
K14UR6Z,0,301,0,0,0
K14UR7A,0,301,0,0,0
K14UR7B,301,0,0,0,0
K14UR7F,0,301,0,0,0
K14UR7G,0,301,0,0,0
K14UR7H,301,0,0,0,0
K14UR7J,0,301,0,0,0
K14UR7K,0,0,0,301,0
K14UR7L,299,2,0,0,0
K14UR7M,153,0,6,142,0
K14UR7N,0,301,0,0,0
K14UR7O,301,0,0,0,0
K14UR7P,0,0,0,301,0
K14UR7Q,301,0,0,0,0
K14UR7R,1,300,0,0,0
K14UR7S,174,0,0,127,0
K14UR7T,0,301,0,0,0
K14UR7U,0,301,0,0,0
K14UR7V,0,0,0,301,0
K14UR7X,69,0,0,232,0
K14UR7Y,0,301,0,0,0
K14UR8E,231,70,0,0,0
K14V37T,301,0,0,0,0
K14V37W,0,301,0,0,0
K14V39V,0,301,0,0,0
K14V41B,0,0,0,301,0
K14V41C,11,0,290,0,0
K14V43K,0,301,0,0,0
K14V43L,0,301,0,0,0
K14V43M,0,0,301,0,0
K14V43N,301,0,0,0,0
K14V43O,0,301,0,0,0
K14V43P,147,0,0,154,0
K14Wo9C,301,0,0,0,0
K14Wo9M,301,0,0,0,0
K14Wo9P,0,301,0,0,0
K14Wo9S,0,301,0,0,0
K14Wo9W,0,301,0,0,0
K14Wp0B,301,0,0,0,0
K14Wp0E,301,0,0,0,0
K14Wp0K,0,0,0,301,0
K14Wp0M,301,0,0,0,0
K14Wp0N,0,0,301,0,0
K14Wp0O,301,0,0,0,0
K14Wp0R,301,0,0,0,0
K14Wp7L,0,0,0,301,0
K14Wp7M,301,0,0,0,0
K14Wr5Y,0,0,0,301,0
K14Wr6B,0,0,301,0,0
K14Wr6C,301,0,0,0,0
K14Wr6D,301,0,0,0,0
K14Wt5Y,0,0,0,301,0
K14Wt5Z,0,301,0,0,0
K14Wt6A,301,0,0,0,0
K14Wt6C,0,301,0,0,0
K14Wt6D,0,0,0,301,0
K14Wt6E,0,0,0,301,0
K14Wy1X,301,0,0,0,0
K14Wy1Y,0,0,0,301,0
K14Wy1Z,17,0,0,284,0
K14Wy2A,0,301,0,0,0
K14Wy2B,301,0,0,0,0
K14Wy2C,0,301,0,0,0
K14Wy2D,86,215,0,0,0
K14Wy2E,101,0,0,200,0
K14Wy2F,4,0,0,297,0
K14Wy2G,0,301,0,0,0
K14Wy2H,12,289,0,0,0
K14Wy2J,292,0,0,9,0
K14Wy2L,0,301,0,0,0
K14Wy2M,0,301,0,0,0
K14Wz6L,0,301,0,0,0
K14X40W,0,0,0,301,0
K14X40Y,0,301,0,0,0
K14X40Z,0,301,0,0,0
K14X47W,301,0,0,0,0
K14X47X,0,0,0,301,0
K14X47Y,0,301,0,0,0
K14X47Z,0,301,0,0,0
K14X48A,0,301,0,0,0
K14X48B,301,0,0,0,0
K14X48C,0,301,0,0,0
K14X54R,0,0,0,301,0
K14X54S,0,301,0,0,0
K14X54T,301,0,0,0,0
K14X54U,62,0,0,239,0
K14Y49Y,0,0,301,0,0
K14Y50A,0,301,0,0,0
K14Y50D,0,0,301,0,0
K14Y50L,301,0,0,0,0
K14Y72R,301,0,0,0,0
K14Y72S,0,0,171,130,0
K14Y72T,0,301,0,0,0
K14Y72U,0,301,0,0,0
K14Y91W,0,301,0,0,0
K14Y91X,0,0,0,301,0
K14Y91Z,301,0,0,0,0
K14Y92A,0,301,0,0,0
K14Y92B,300,0,1,0,0
K14Y92C,0,0,218,83,0
K14Y92D,0,0,0,301,0
K14Y92E,223,0,0,78,0
K14Y92F,0,301,0,0,0
K14Y92G,301,0,0,0,0
K14Y92H,0,301,0,0,0
K14Y92J,301,0,0,0,0
K14Y99Q,0,0,0,301,0
K15AS1H,301,0,0,0,0
K15AS1J,0,301,0,0,0
K15AS1L,0,301,0,0,0
K15AT3Q,0,301,0,0,0
K15AT3R,300,0,0,1,0
K15AT3S,218,0,0,83,0
K15AU4N,36,0,53,212,0
K15Bp8L,299,2,0,0,0
K15Bp8P,301,0,0,0,0
K15Bp8Q,0,301,0,0,0
K15Bp8S,0,301,0,0,0
K15Bp8Y,301,0,0,0,0
K15Bp9A,301,0,0,0,0
K15Bp9C,301,0,0,0,0
K15Bu8E,0,0,301,0,0
K15Bu8G,185,0,0,116,0
K15DM5A,30,0,0,271,0
K15DO8W,0,0,0,301,0
K15DO8Z,5,0,0,296,0
K15DO9A,301,0,0,0,0
K15DO9B,0,301,0,0,0
K15DO9C,0,301,0,0,0
K15DO9M,0,0,0,301,0
K15DO9S,0,0,301,0,0
K15DO9U,0,0,0,301,0
K15DO9X,163,0,0,138,0
K15DP0Z,0,301,0,0,0
K15FY5R,301,0,0,0,0
K15FY5S,0,301,0,0,0
K15Fd2W,1,300,0,0,0
K15Fe3U,0,0,0,301,0
K15Ff5G,61,0,10,230,0
K15G50Q,0,301,0,0,0
K15G50S,299,1,1,0,0
K15G51Y,301,0,0,0,0
K15G54F,301,0,0,0,0
K15G54G,301,0,0,0,0
K15G54J,301,0,0,0,0
K15G54K,301,0,0,0,0
K15G54L,301,0,0,0,0
K15G54M,301,0,0,0,0
K15G54N,301,0,0,0,0
K15G54O,301,0,0,0,0
K15G54P,301,0,0,0,0
K15G54Q,301,0,0,0,0
K15G54R,301,0,0,0,0
K15G54S,301,0,0,0,0
K15G54T,301,0,0,0,0
K15G54U,301,0,0,0,0
K15G54V,301,0,0,0,0
K15G54W,301,0,0,0,0
K15G54X,301,0,0,0,0
K15G54Y,301,0,0,0,0
K15G54Z,301,0,0,0,0
K15G55A,301,0,0,0,0
K15G55B,35,0,183,83,0
K15G55C,301,0,0,0,0
K15G55D,296,5,0,0,0
K15G55E,235,66,0,0,0
K15G55F,301,0,0,0,0
K15G55G,301,0,0,0,0
K15G55H,297,4,0,0,0
K15G55J,301,0,0,0,0
K15G55K,301,0,0,0,0
K15G55L,301,0,0,0,0
K15G55M,301,0,0,0,0
K15G55N,301,0,0,0,0
K15G55O,283,18,0,0,0
K15G55P,301,0,0,0,0
K15G55Q,0,301,0,0,0
K15G55R,129,172,0,0,0
K15G55S,0,301,0,0,0
K15G55T,279,4,1,17,0
K15G55U,0,0,301,0,0
K15G55V,0,0,301,0,0
K15G55W,45,0,256,0,0
K15G55Y,0,0,301,0,0
K15G55Z,1,0,0,300,0
K15G56A,0,0,0,301,0
K15G56B,87,0,0,214,0
K15G56C,0,0,0,301,0
K15G56D,24,0,0,277,0
K15G56F,0,301,0,0,0
K15G56G,0,301,0,0,0
K15G56H,0,301,0,0,0
K15G56J,0,301,0,0,0
K15G56K,0,301,0,0,0
K15G56L,0,301,0,0,0
K15G56M,0,301,0,0,0
K15G56N,0,301,0,0,0
K15G56O,0,301,0,0,0
K15G56P,0,301,0,0,0
K15G56Q,0,301,0,0,0
K15G56R,0,301,0,0,0
K15G56S,0,301,0,0,0
K15G56T,0,301,0,0,0
K15G56U,0,301,0,0,0
K15G56V,0,301,0,0,0
K15G56W,0,301,0,0,0
K15G56X,0,301,0,0,0
K15G56Y,0,301,0,0,0
K15G56Z,0,301,0,0,0
K15G57A,0,301,0,0,0
K15G57B,0,301,0,0,0
K15G57C,0,301,0,0,0
K15G57D,0,301,0,0,0
K15G57E,0,301,0,0,0
K15G57F,0,301,0,0,0
K15G57G,0,301,0,0,0
K15G57H,0,301,0,0,0
K15G57J,0,301,0,0,0
K15G57K,0,301,0,0,0
K15G57L,0,301,0,0,0
K15G57M,0,301,0,0,0
K15G57N,0,301,0,0,0
K15G57O,0,301,0,0,0
K15G57P,0,301,0,0,0
K15G57Q,82,219,0,0,0
K15G57R,0,301,0,0,0
K15G57S,0,301,0,0,0
K15G57T,0,301,0,0,0
K15G57U,0,301,0,0,0
K15G57V,0,301,0,0,0
K15G57W,0,301,0,0,0
K15G57X,0,301,0,0,0
K15G57Y,0,301,0,0,0
K15G57Z,0,301,0,0,0
K15G58A,0,301,0,0,0
K15G58B,0,301,0,0,0
K15G58C,0,301,0,0,0
K15G58D,0,301,0,0,0
K15G58E,0,301,0,0,0
K15G58F,0,301,0,0,0
K15G58H,0,301,0,0,0
K15G58J,0,301,0,0,0
K15G58K,0,301,0,0,0
K15G58L,0,301,0,0,0
K15G58M,0,301,0,0,0
K15G58O,0,301,0,0,0
K15G58P,0,301,0,0,0
K15G58Q,0,301,0,0,0
K15G58S,0,301,0,0,0
K15G58T,0,301,0,0,0
K15G58U,0,301,0,0,0
K15G58W,0,301,0,0,0
K15G58X,2,299,0,0,0
K15G58Y,0,301,0,0,0
K15G58Z,0,301,0,0,0
K15G59A,0,301,0,0,0
K15G59B,0,301,0,0,0
K15G59C,0,301,0,0,0
K15G59D,0,301,0,0,0
K15G59E,0,301,0,0,0
K15G59G,0,301,0,0,0
K15G59H,0,301,0,0,0
K15G59J,0,301,0,0,0
K15G65R,301,0,0,0,0
K15HJ5F,301,0,0,0,0
K15HJ6Z,0,301,0,0,0
K15KG2H,0,0,0,301,0
K15KG3C,0,301,0,0,0
K15KG7L,299,0,2,0,0
K15KG7M,301,0,0,0,0
K15KH2E,301,0,0,0,0
K15KH2G,138,0,0,163,0
K15KH3C,301,0,0,0,0
K15KH3D,301,0,0,0,0
K15KH3E,301,0,0,0,0
K15KH3F,301,0,0,0,0
K15KH3G,301,0,0,0,0
K15KH3H,301,0,0,0,0
K15KH3J,301,0,0,0,0
K15KH3K,301,0,0,0,0
K15KH3L,301,0,0,0,0
K15KH3M,301,0,0,0,0
K15KH3N,301,0,0,0,0
K15KH3O,301,0,0,0,0
K15KH3P,301,0,0,0,0
K15KH3Q,301,0,0,0,0
K15KH3R,301,0,0,0,0
K15KH3S,301,0,0,0,0
K15KH3T,301,0,0,0,0
K15KH3U,301,0,0,0,0
K15KH3V,301,0,0,0,0
K15KH3W,301,0,0,0,0
K15KH3X,301,0,0,0,0
K15KH3Y,301,0,0,0,0
K15KH3Z,301,0,0,0,0
K15KH4A,301,0,0,0,0
K15KH4B,243,58,0,0,0
K15KH4C,301,0,0,0,0
K15KH4D,301,0,0,0,0
K15KH4E,301,0,0,0,0
K15KH4F,300,0,1,0,0
K15KH4G,301,0,0,0,0
K15KH4H,301,0,0,0,0
K15KH4J,301,0,0,0,0
K15KH4K,301,0,0,0,0
K15KH4L,301,0,0,0,0
K15KH4M,301,0,0,0,0
K15KH4N,0,301,0,0,0
K15KH4O,301,0,0,0,0
K15KH4P,0,301,0,0,0
K15KH4Q,0,301,0,0,0
K15KH4R,0,0,301,0,0
K15KH4S,0,0,301,0,0
K15KH4T,0,0,0,301,0
K15KH4U,0,0,301,0,0
K15KH4V,0,0,0,301,0
K15KH4X,0,0,0,301,0
K15KH4Y,0,0,0,301,0
K15KH4Z,0,0,4,297,0
K15KH5A,0,301,0,0,0
K15KH5B,0,301,0,0,0
K15KH5C,0,301,0,0,0
K15KH5D,0,301,0,0,0
K15KH5E,0,301,0,0,0
K15KH5F,0,301,0,0,0
K15KH5G,0,301,0,0,0
K15KH5H,0,301,0,0,0
K15KH5K,0,301,0,0,0
K15KH5L,0,301,0,0,0
K15KH5M,0,301,0,0,0
K15KH5N,0,301,0,0,0
K15KH5O,0,301,0,0,0
K15KH5P,0,301,0,0,0
K15KH5Q,0,301,0,0,0
K15KH5R,0,301,0,0,0
K15KH5S,0,301,0,0,0
