which_des,which_obj,which_resonance,which_conditions_checked
K20F40P,3224,not_resonant,none
K20F40Q,3225,not_resonant,none
K20F40R,3226,not_resonant,none
K20K11Q,3227,other,0
K20K11S,3228,not_resonant,none
K20K11V,3229,not_resonant,none
K20K54E,3230,32,0
K20K56J,3231,not_resonant,none
K20Q83H,3232,32,0
K20S35E,3233,other,0
K20U73X,3234,not_resonant,none
K20U73Y,3235,not_resonant,none
K20U73Z,3236,not_resonant,none
K20U74A,3237,not_resonant,none
K20U74C,3238,not_resonant,none
K20U74D,3239,not_resonant,none
K20U74E,3240,not_resonant,none
K20U74F,3241,not_resonant,none
K20V26L,3242,not_resonant,none
K21B15K,3243,not_resonant,none
K21C46J,3244,not_resonant,none
K21C46K,3245,other,0
K21C46L,3246,not_resonant,none
K21D15M,3247,not_resonant,none
K21D15N,3248,not_resonant,none
K21D15O,3249,not_resonant,none
K21D15P,3250,not_resonant,none
K21D15Q,3251,52,0
K21D15R,3252,not_resonant,none
K21D15S,3253,not_resonant,none
K21D17G,3254,not_resonant,none
K21D17H,3255,not_resonant,none
K21D17J,3256,not_resonant,none
K21D19N,3257,not_resonant,none
K21F54Q,3258,not_resonant,none
K21GC2U,3259,not_resonant,none
K21GC2V,3260,other,0
K21GC2W,3261,not_resonant,none
K21L37L,3262,not_resonant,none
K21L43N,3263,21,0
K21L43U,3264,not_resonant,none
K21Q98F,3265,not_resonant,none
K21Q98G,3266,not_resonant,none
K21Q98H,3267,not_resonant,none
K21RK9V,3268,not_resonant,none
K21RN6U,3269,not_resonant,none
K21RN6V,3270,not_resonant,none
K21RN6W,3271,not_resonant,none
K21RN6X,3272,not_resonant,none
K21RN6Y,3273,not_resonant,none
K21RN6Z,3274,not_resonant,none
K21RN7A,3275,not_resonant,none
K21RN7B,3276,not_resonant,none
K21RN7C,3277,not_resonant,none
K21RN7D,3278,not_resonant,none
K21RN7E,3279,not_resonant,none
K21RN7F,3280,not_resonant,none
K21RN7G,3281,not_resonant,none
K21RN7H,3282,not_resonant,none
K21RN7J,3283,not_resonant,none
K21RN7K,3284,not_resonant,none
K21RN7L,3285,not_resonant,none
K21RN7M,3286,32,0
K21RN7N,3287,not_resonant,none
K21RN7R,3288,not_resonant,none
K21RN7S,3289,not_resonant,none
K21RN7T,3290,32,0
K21RN7V,3291,not_resonant,none
K21RN7W,3292,not_resonant,none
K21RN7X,3293,not_resonant,none
K21TG5H,3294,not_resonant,none
K21TJ1P,3295,not_resonant,none
K21X07D,3296,not_resonant,none
K22F06R,3297,not_resonant,none
K22F07A,3298,other,0
K22F09H,3299,not_resonant,none
K22F12G,3300,not_resonant,none
K22F12K,3301,not_resonant,none
K22G03Y,3302,other,0
K22G03Z,3303,not_resonant,none
K22G04P,3304,not_resonant,none
K22G06V,3305,not_resonant,none
K22G07G,3306,not_resonant,none
K22H01E,3307,not_resonant,none
K22H19Q,3308,other,0
K22L02V,3309,not_resonant,none
K22L16K,3310,not_resonant,none
K22QQ1D,3311,not_resonant,none
K22QQ1E,3312,not_resonant,none
K22QQ1F,3313,not_resonant,none
K22U10N,3314,not_resonant,none
