packed_designation,a_au,Nopp
K14KB3E,72.0319471,8
K14L28O,43.2572662,14
K14L28Q,44.0256115,13
K14L28T,44.33133,10
K14L28U,54.7238272,8
K14M69X,32.3341493,11
K14M70E,42.8302448,7
K14M70F,39.296552,11
K14M70G,43.6114532,10
K14M70H,39.5842903,11
K14MA3B,44.0859108,4
K14MA5H,43.8759132,4
K14N65V,117.2430471,4
K14N65Y,40.8518066,8
K14N66A,43.0644315,10
K14N66B,46.0033929,9
K14N66C,47.7838824,8
K14N81D,41.7115313,8
K14N86T,39.5634647,10
K14N96B,41.7611182,3
K14Od3V,39.4329554,10
K14Od3W,42.6021271,3
K14Od3Y,81.917023,6
K14Od4C,43.9156103,9
K14Od4D,44.7039786,9
K14Od4F,47.2174303,9
K14Od4J,52.61931,8
K14Od4Q,62.859897,9
K14P70N,44.2797054,3
K14P70S,41.7853354,6
K14P82M,56.0140707,7
K14P88E,40.4918945,7
K14PA2Z,44.3373336,3
K14Qh3F,46.2136572,4
K14Qi1M,40.0096644,4
K14Qi1O,30.2901306,5
K14Qi1P,30.2905031,3
K14Qi1U,41.6371273,6
K14Qi1W,44.6777953,17
K14Qi1Y,36.5768587,10
K14Qi2C,70.1425573,8
K14Qi2E,41.5842819,4
K14Qi2F,46.2192865,5
K14Qi2G,54.3007471,4
K14Qn5T,58.1125394,5
K14Qn5U,43.9766941,6
K14Qn5V,81.1813746,5
K14Qn5W,135.8003627,6
K14Qp0S,70.7319497,7
K14Qp0T,39.6148078,5
K14Qp0U,41.1987123,5
K14Qp0V,43.5895675,5
K14Qp0X,46.0415668,6
K14Qp0Y,43.2558239,5
K14Qp0Z,39.7580809,6
K14Qq7B,41.6782284,8
K14Qu2F,42.6410088,5
K14Qu2G,48.0735016,5
K14Qu2H,38.2266654,5
K14Qu2J,38.1414899,3
K14Qu2K,46.4629639,4
K14Qu2L,45.3300641,4
K14Qu2M,43.9310529,4
K14Qu2P,78.0022609,4
K14Qu2Q,66.2990193,5
K14Qu2R,96.148526,5
K14Qu2S,132.3471183,5
K14Qu2T,40.9464546,5
K14Qu2U,44.2025414,5
K14Qu2V,42.3181416,4
K14Qu2W,49.7252479,5
K14Qu2X,42.351544,5
K14Qu2Y,45.9819679,4
K14Qu2Z,41.5049193,4
K14Qu3H,37.2563965,6
K14R70H,38.3890416,5
K14R70J,47.1207937,4
K14R74L,47.11203,5
K14R74M,67.9170153,5
K14R74N,39.7271741,5
K14R74O,30.2353148,7
K14R86L,126.2838479,4
K14R86M,43.4160426,6
K14R86O,42.1861688,4
K14R86P,71.3568724,3
K14R86Q,38.7918545,3
K14R86R,38.3784855,3
K14R86S,47.3872242,4
K14R86T,47.4698416,3
K14R86U,39.774357,5
K14R86V,123.9526337,3
K14R86W,39.6553891,4
K14R86X,45.7045312,5
K14R86Y,42.862915,4
K14SY8Z,49.2369295,3
K14SY9S,148.3739062,4
K14SY9V,61.6646865,3
K14SZ0C,45.9955077,4
K14SZ0D,62.9719685,3
K14SZ0F,39.7026462,8
K14SZ0N,43.2207117,6
K14SZ0O,77.4067677,5
K14SZ0Q,43.3996793,5
K14SZ0R,101.9637314,4
K14Sa3M,42.2418323,5
K14Sa3N,45.2813303,6
K14Sa3O,42.1224019,5
K14Sa3P,63.2750542,7
K14Sa5A,40.7896644,7
K14Sb3M,46.0167558,5
K14Sb3N,105.7154215,4
K14Sb3O,42.2133309,7
K14Sb3P,39.8595485,9
K14Sb3Q,46.4438962,4
K14Sb3R,63.2890477,5
K14Sb3S,58.4245681,6
K14Sb3T,107.1983616,6
K14Sb3U,56.0787008,5
K14Sb3V,55.9693083,4
K14Sb3W,56.4372257,5
K14Sb3X,43.2906785,4
K14Sb3Y,39.1482324,6
K14Sb3Z,115.5243771,5
K14Sb4A,44.1871203,5
K14Sb4B,44.5778573,7
K14Sb4C,30.2517095,7
K14Sb8F,46.3851851,8
K14Sb8G,84.5321866,7
K14Sb8J,83.7741848,8
K14Se3D,112.1655743,3
K14Se3L,43.8871078,5
K14Se3N,133.3419867,4
K14Se3Q,142.8480123,4
K14Se3R,55.9139229,5
K14Se3S,45.5462221,3
K14Se3T,48.2284863,4
K14Se3U,58.2175096,5
K14Se3V,46.33066,3
K14Se3W,42.9677395,4
K14Se3Y,52.5242309,4
K14Se3Z,43.1662634,5
K14Se4A,48.6798194,4
K14Se4B,39.7605103,4
K14Se4C,39.7696264,5
K14Se4D,36.7425466,5
K14Se4E,75.1781111,3
K14Se4F,41.7667755,4
K14Se4G,79.7964562,5
K14Se4H,68.6307752,4
K14Se4J,39.544274,5
K14Se4K,63.5243138,5
K14Se4L,42.0496121,5
K14Se4R,46.404848,4
K14T85T,40.8812183,3
K14T85X,40.8952183,10
K14T86B,46.0339478,10
K14T86E,44.7334317,5
K14T86F,40.6187107,5
K14T95L,44.0088424,5
K14T95M,36.8317899,7
K14TA0S,66.1459534,4
K14TA0T,87.8884667,5
K14TB4Y,44.1679811,6
K14TB5A,42.708553,5
K14TB5C,55.3757043,6
K14TB5D,46.3391532,6
K14TB5G,45.5687676,6
K14TB5H,39.7495685,5
K14TB5J,36.7728803,6
K14TB5K,39.7527786,6
K14TB5L,48.216461,3
K14TB5O,62.9777074,5
K14TB5P,56.4406065,5
K14TB5Q,42.7044689,4
K14TB5R,43.8834029,3
K14TB5S,188.0202431,4
K14TB5T,48.0736936,5
K14TB5V,41.0964961,5
K14TB5W,42.147266,5
K14TB5X,46.0912432,5
K14TB5Y,82.480971,4
K14TB5Z,41.8801099,4
K14TB6A,45.6974174,3
K14TB6B,80.9342154,5
K14TB6D,46.8821829,7
K14TB6F,42.3814326,3
K14UJ2H,47.9257167,12
K14UM4F,45.6901661,5
K14UM4O,42.3419232,7
K14UM4Y,132.1325273,4
K14UM4Z,109.5986871,6
K14UM5A,68.991445,10
K14UM5B,44.1232929,3
K14UM5C,35.3907317,4
K14UM5H,38.9059665,4
K14UM5N,59.7982217,6
K14UM8B,57.7100242,4
K14UM8C,45.3272468,5
K14UM8D,55.2796487,4
K14UM8E,58.7210568,4
K14UM8F,39.9447511,4
K14UM8G,55.714559,5
K14UM8H,48.2178874,5
K14UM8J,43.2810867,3
K14UM8K,58.7599419,5
K14UM8L,47.0423876,4
K14UM8M,39.7393238,3
K14UM8N,46.3100862,4
K14UM8O,39.9152041,5
K14UM8P,42.7582099,4
K14UM8Q,44.008121,5
K14UM8R,39.2835087,5
K14UM8S,48.369994,5
K14UM8T,49.2846245,5
K14UM8U,40.0458838,3
K14UM8V,39.8738832,6
K14UM8W,36.7149855,4
K14UM8X,36.6012866,3
K14UM8Y,43.7332295,4
K14UM8Z,39.9567376,4
K14UM9A,35.3540597,3
K14UM9B,39.8503665,4
K14UM9C,45.9285615,5
K14UM9D,36.6894373,4
K14UM9E,43.2799307,4
K14UM9F,38.4116945,3
K14UM9G,28.1682443,3
K14UM9H,44.3360848,3
K14UM9J,41.7218938,4
K14UM9K,43.088172,5
K14UM9L,43.0286436,4
K14UM9M,44.0859506,5
K14UM9N,42.5965227,4
K14UM9O,39.8147334,4
K14UM9P,46.044022,4
K14UM9Q,50.5150217,7
K14UM9R,43.5347024,3
K14UM9S,56.1014966,5
K14UM9T,39.7349855,3
K14UM9U,39.8809253,4
K14UM9V,73.6658857,4
K14UM9W,48.0806315,3
K14UM9Y,47.9687478,4
K14UN0A,55.7974288,4
K14UN0B,50.2758271,4
K14UN0C,45.5233533,4
K14UN1K,44.1213516,3
K14UN1O,55.986424,5
K14UN3M,47.2331663,3
K14UO0U,30.2501693,5
K14UO1D,42.6894628,7
K14UO1E,42.8173524,5
K14UO1F,41.7803711,6
K14UP0N,40.9061208,5
K14UP0O,42.2055668,6
K14UP0P,52.7908729,4
K14UP0Q,56.1625596,5
K14UR6W,39.7504526,5
K14UR6X,45.6105267,5
K14UR6Y,56.1487708,5
K14UR6Z,46.3732456,3
K14UR7A,47.3621391,5
K14UR7B,70.7799127,5
K14UR7F,42.9681576,4
K14UR7G,40.4481563,5
K14UR7H,39.579344,4
K14UR7J,43.6304468,5
K14UR7K,53.797245,6
K14UR7L,48.0312981,3
K14UR7M,73.4781354,4
K14UR7N,42.939648,4
K14UR7O,36.8255689,5
K14UR7P,48.8382803,5
K14UR7Q,44.2679466,7
K14UR7R,41.6071267,5
K14UR7S,100.6355691,7
K14UR7T,42.9561992,4
K14UR7U,46.3390485,5
K14UR7V,62.0218457,5
K14UR7X,92.1100822,5
K14UR7Y,39.0162829,5
K14UR8E,50.5057988,5
K14V37T,39.7840738,5
K14V37W,42.4564993,5
K14V39V,44.3218724,6
K14V41B,54.1023842,7
K14V41C,38.0622597,5
K14V43K,44.158386,5
K14V43L,43.0006911,5
K14V43M,110.3049158,5
K14V43N,36.59687,6
K14V43O,44.2513016,4
K14V43P,137.7017829,5
K14Wo8W,28.2878202,7
K14Wo9C,39.6426969,8
K14Wo9M,42.6060926,4
K14Wo9P,45.0860761,11
K14Wo9S,44.5793315,9
K14Wo9W,42.8233959,8
K14Wp0B,39.7453087,9
K14Wp0E,39.7660234,7
K14Wp0K,50.0985713,7
K14Wp0M,77.8365656,7
K14Wp0N,75.3946076,7
K14Wp0O,39.5999396,9
K14Wp0R,39.5185399,8
K14Wp7L,60.9647085,3
K14Wp7M,48.1027442,3
K14Wr5Y,56.4229727,11
K14Wr6B,59.899823,6
K14Wr6C,39.672808,7
K14Wr6D,39.8434763,8
K14Wt5Y,55.6002868,5
K14Wt5Z,46.2880706,6
K14Wt6A,63.4654122,9
K14Wt6C,46.3229789,3
K14Wt6D,78.5100355,6
K14Wt6E,67.8697497,4
K14Wy1X,39.8776239,4
K14Wy1Y,50.02649,4
K14Wy1Z,96.2088449,5
K14Wy2A,46.3162198,5
K14Wy2B,43.9860102,5
K14Wy2C,39.167443,5
K14Wy2D,43.4326371,4
K14Wy2E,80.3206853,5
K14Wy2F,111.3462466,5
K14Wy2G,41.9785297,5
K14Wy2H,38.3806756,5
K14Wy2J,53.5135611,5
K14Wy2L,41.1862201,5
K14Wy2M,47.5420959,5
K14Wz6L,46.7721437,13
K14X03S,72.6235338,3
K14X40W,49.8015574,8
K14X40Y,47.5925315,7
K14X40Z,40.024308,4
K14X47W,44.0000156,5
K14X47X,52.302419,5
K14X47Y,38.3491853,5
K14X47Z,46.5513412,6
K14X48A,47.1778926,6
K14X48B,70.4768121,6
K14X48C,41.6821514,6
K14X54R,65.9179417,4
K14X54S,47.4609221,4
K14X54T,39.5302971,5
K14X54U,66.2240012,5
K14Y49Y,31.3878758,12
K14Y50A,46.1638841,18
K14Y50D,97.7861119,9
K14Y50L,56.1837971,5
K14Y72R,39.6210765,5
K14Y72S,55.9101742,6
K14Y72T,45.2954714,5
K14Y72U,46.9484623,6
K14Y91W,41.1655666,5
K14Y91X,54.116364,4
K14Y91Z,48.5219955,5
K14Y92A,38.9248957,4
K14Y92B,30.3573747,6
K14Y92C,64.8387372,5
K14Y92D,76.1712952,5
K14Y92E,66.9919264,5
K14Y92F,43.6415713,5
K14Y92G,48.2068384,5
K14Y92H,39.0199122,4
K14Y92J,44.0609689,5
K14Y99Q,58.2963915,11
K15AS1H,37.6977868,9
K15AS1J,43.0401384,13
K15AS1L,45.9508068,10
K15AT3Q,44.0437717,6
K15AT3R,53.5312202,4
K15AT3S,52.0570981,5
K15AU4N,135.7595722,4
K15Bp8L,45.5535859,9
K15Bp8P,43.3870738,11
K15Bp8Q,41.3296471,9
K15Bp8S,41.6517446,6
K15Bp8Y,47.3378552,9
K15Bp9A,39.1977914,10
K15Bp9C,55.2176643,12
K15Bu8E,74.1189815,8
K15Bu8G,83.1032863,8
K15DM5A,72.9482671,5
K15DO8W,50.9927073,8
K15DO8Z,73.1613433,6
K15DO9A,42.0935611,6
K15DO9B,45.0419939,7
K15DO9C,41.4361098,10
K15DO9M,55.2474976,6
K15DO9S,58.6185875,7
K15DO9U,54.3481414,4
K15DO9X,71.2091211,7
K15DP0Z,42.4633242,5
K15FY5R,39.1550267,4
K15FY5S,46.2940363,5
K15Fd2W,44.4345584,4
K15Fe3U,54.6343855,4
K15Ff5G,63.9603204,3
K15G50Q,45.9776373,3
K15G50S,47.4847451,3
K15G51Y,47.2601694,4
K15G54F,39.1306074,3
K15G54G,39.2626307,3
K15G54J,39.0299721,3
K15G54K,39.3109274,5
K15G54L,39.2951052,3
K15G54M,39.3330242,3
K15G54N,39.3428212,3
K15G54O,39.0257572,3
K15G54P,39.1592177,3
K15G54Q,39.1871171,3
K15G54R,39.0452528,3
K15G54S,39.3495948,4
K15G54T,39.021191,3
K15G54U,39.1902258,3
K15G54V,39.3385446,3
K15G54W,39.1539894,3
K15G54X,39.1258718,3
K15G54Y,39.0755678,3
K15G54Z,47.4880326,3
K15G55A,62.1082433,3
K15G55B,61.5917436,3
K15G55C,43.4097028,3
K15G55D,43.2937769,3
K15G55E,43.3692983,3
K15G55F,43.320768,3
K15G55G,43.2397177,3
K15G55H,43.4950406,3
K15G55J,43.5128622,3
K15G55K,43.4372459,3
K15G55L,43.4110626,3
K15G55M,54.9275409,3
K15G55N,55.0469426,4
K15G55O,42.148897,3
K15G55P,36.2211819,3
K15G55Q,42.6112614,3
K15G55R,38.3879151,3
K15G55S,43.8940268,4
K15G55T,45.6597796,3
K15G55U,93.3897345,4
K15G55V,31.264004,3
K15G55W,84.9223561,3
K15G55X,182.3006321,3
K15G55Y,99.2782781,4
K15G55Z,64.1504121,3
K15G56A,51.1066708,3
K15G56B,90.0045318,3
K15G56C,69.7318005,4
K15G56D,64.4221913,3
K15G56F,42.4385815,3
K15G56G,43.2601927,4
K15G56H,45.991783,3
K15G56J,43.5536776,3
K15G56K,44.2856218,4
K15G56L,39.8489243,4
K15G56M,43.5515147,3
K15G56N,42.4042206,3
K15G56O,46.3296579,4
K15G56P,41.5203965,3
K15G56Q,42.7708971,4
K15G56R,43.8929715,3
K15G56S,42.9898912,3
K15G56T,45.4318157,3
K15G56U,43.183604,3
K15G56V,45.6381672,3
K15G56W,45.0564449,3
K15G56X,44.0577988,3
K15G56Y,43.1099715,3
K15G56Z,43.8754999,3
K15G57A,43.6321954,3
K15G57B,43.9147878,3
K15G57C,43.9376396,3
K15G57D,46.0276162,3
K15G57E,42.7073758,3
K15G57F,46.3908057,3
K15G57G,43.8006085,3
K15G57H,42.6045451,3
K15G57J,43.0788346,3
K15G57K,43.7598742,3
K15G57L,42.8648214,3
K15G57M,43.7817658,3
K15G57N,44.6651079,3
K15G57O,42.9504139,3
K15G57P,44.9893263,3
K15G57Q,44.7236247,3
K15G57R,43.7063547,3
K15G57S,43.7399686,4
K15G57T,43.6564236,3
K15G57U,43.8551507,3
K15G57V,42.7154467,3
K15G57W,44.6629425,3
K15G57X,45.3511986,3
K15G57Y,43.6403282,3
K15G57Z,43.9798527,3
K15G58A,41.6145923,3
K15G58B,43.7120781,3
K15G58C,43.8623209,3
K15G58D,43.3228698,3
K15G58E,42.5441601,3
K15G58F,43.683593,3
K15G58H,43.2458019,3
K15G58J,45.0449251,3
K15G58K,43.8358853,3
K15G58L,44.1035809,3
K15G58M,43.5220254,4
K15G58O,44.0109252,3
K15G58P,43.7970138,3
K15G58Q,45.4040973,3
K15G58S,43.0248289,3
K15G58T,43.6196097,3
K15G58U,44.0237389,3
K15G58W,45.1353149,3
K15G58X,43.4663061,3
K15G58Y,44.2620603,3
K15G58Z,42.508635,3
K15G59A,44.0810514,3
K15G59B,42.6349499,3
K15G59C,43.1490632,3
K15G59D,44.4518191,3
K15G59E,42.9332366,3
K15G59G,46.4974648,3
K15G59H,43.108337,3
K15G59J,44.8308988,3
K15G65R,39.0967362,3
K15HJ5F,43.3416632,4
K15HJ6Z,42.892237,3
K15KG2H,61.4523038,13
K15KG3C,46.0432735,7
K15KG3H,152.206837,4
K15KG7L,47.1864142,4
K15KG7M,47.6033494,3
K15KH2E,128.7587824,4
K15KH2G,55.2906478,3
K15KH3C,39.2059438,4
K15KH3D,39.3495704,4
K15KH3E,39.2477152,5
K15KH3F,39.2160936,4
K15KH3G,39.3547264,4
K15KH3H,39.3443838,4
K15KH3J,39.1483297,3
K15KH3K,39.0555477,3
K15KH3L,39.2457762,3
K15KH3M,39.2888092,4
K15KH3N,39.4058725,4
K15KH3O,39.3072189,4
K15KH3P,39.1538981,3
K15KH3Q,39.2938505,3
K15KH3R,39.1393407,3
K15KH3S,39.2145601,4
K15KH3T,39.4756612,4
K15KH3U,39.2875952,4
K15KH3V,39.3722815,4
K15KH3W,39.2593556,4
K15KH3X,47.7430383,4
K15KH3Y,62.3718082,3
K15KH3Z,74.921132,4
K15KH4A,43.4674587,4
K15KH4B,43.468365,4
K15KH4C,55.1588457,4
K15KH4D,55.0878139,4
K15KH4E,55.1485537,4
K15KH4F,55.2747568,3
K15KH4G,55.2552396,4
K15KH4H,55.1744066,4
K15KH4J,42.1913839,5
K15KH4K,42.1036479,3
K15KH4L,42.1772921,4
K15KH4M,42.0398868,4
K15KH4N,45.4416994,4
K15KH4O,69.0159893,4
K15KH4P,38.6482675,4
K15KH4Q,54.7335892,4
K15KH4R,88.388861,3
K15KH4S,32.3693311,3
K15KH4T,51.9385916,4
K15KH4U,78.7734379,4
K15KH4V,51.8341732,4
K15KH4X,51.5393266,4
K15KH4Y,53.780956,3
K15KH4Z,48.0995226,4
K15KH5A,43.1595366,4
K15KH5B,41.9509891,5
K15KH5C,46.0861278,3
K15KH5D,45.8543528,4
K15KH5E,45.5436076,4
K15KH5F,44.9896662,4
K15KH5G,43.2864187,5
K15KH5H,40.1377658,4
K15KH5K,44.9338731,3
K15KH5L,44.6280509,4
K15KH5M,46.2590633,3
K15KH5N,47.0922782,4
K15KH5O,40.224487,3
K15KH5P,44.6744872,4
K15KH5Q,42.7781179,3
K15KH5R,43.9291307,3
K15KH5S,45.0659714,4
K15KH5T,45.092565,3
K15KH5U,43.7506532,3
K15KH5V,45.234171,4
K15KH5W,46.061097,4
K15KH5X,45.4783954,4
K15KH5Y,44.3458427,3
K15KH5Z,46.7767787,4
K15KH6A,44.1342784,3
K15KH6B,45.002213,4
K15KH6C,41.822513,4
K15KH6D,45.9503094,4
K15KH8G,39.2042885,10
K15KH8K,36.8120153,10
K15KJ9K,60.1831523,4
K15KJ9L,43.3618408,3
K15KJ9M,39.3019898,3
K15MF0L,43.9773683,3
K15MK4Q,55.2409727,11
K15PV2D,56.2056152,6
K15PV2F,45.6648577,10
K15PV2L,42.2354133,5
K15Q11T,38.8961578,3
K15Q14L,43.8042805,3
K15Q23W,47.6147365,9
K15Q33V,53.6612958,5
K15Q33W,46.2783421,5
K15Q33X,40.8944126,5
K15Q33Y,43.2727219,4
K15Q33Z,55.545913,5
K15Q34A,65.9197108,4
K15Q34B,44.2576309,5
K15Q34C,56.3870484,5
K15Q34L,56.1222507,5
K15RO5S,40.71944,4
K15RO5T,44.7804139,7
K15RO5U,31.3526797,3
K15RO5W,57.5725579,5
K15RR7C,46.8154291,4
K15RR7J,47.2054592,3
K15RR7R,39.6207178,3
K15RR7S,39.7396778,3
K15RR7T,39.8621403,3
K15RR7U,39.7675282,3
K15RR7V,39.6063442,3
K15RR7X,48.0757734,3
K15RR7Y,47.928051,4
K15RR7Z,62.6673725,3
K15RR8A,63.4539683,3
K15RR8B,76.6177431,3
K15RR8C,44.0931475,4
K15RR8D,44.0791015,3
K15RR8E,44.0354959,3
K15RR8F,44.0283344,3
K15RR8G,44.0804655,3
K15RR8H,55.9493192,3
K15RR8J,42.4760808,3
K15RR8K,42.6761157,3
K15RR8L,80.7711636,3
K15RR8M,46.2356643,3
K15RR8O,45.8964393,3
K15RR8P,43.576374,3
K15RR8Q,46.3648001,3
K15RR8R,35.0577457,3
K15RR8S,54.7368663,3
K15RR8T,45.53259,3
K15RR8U,51.3442672,3
K15RR8V,50.9526021,3
K15RR8X,38.0091358,3
K15RR8Y,39.1903208,3
K15RR8Z,73.5164077,3
K15RR9A,60.4788675,3
K15RR9B,131.4041056,3
K15RR9C,104.1496047,3
K15RR9D,51.5403477,3
K15RR9E,58.3981999,3
K15RR9F,43.3403571,3
K15RR9G,60.3561706,3
K15RR9H,72.1157018,3
K15RR9J,57.2464757,3
K15RR9L,44.5979356,3
K15RR9M,44.4561464,3
K15RR9N,43.2231911,4
K15RR9P,44.4666818,3
K15RR9Q,47.1696174,3
K15RR9R,44.5871822,3
K15RR9S,44.52843,3
K15RR9T,44.1765571,3
K15RR9U,46.6876848,3
K15RR9V,45.882016,3
K15RR9W,44.3018264,3
K15RR9Y,45.2150344,3
K15RR9Z,43.900351,3
K15RS0A,45.1955952,3
K15RS0B,44.1816207,6
K15RS0C,43.6756435,3
K15RS0D,45.0029518,4
K15RS0E,44.6724568,3
K15RS0F,43.3630443,3
K15RS0G,43.0152076,3
K15RS0H,45.392593,3
K15RS0L,45.4996015,3
K15RS0M,45.9972792,3
K15RS0N,41.6490919,3
K15RS0O,41.7112429,3
K15RS0P,45.797406,4
K15RS0Q,44.4092367,3
K15RS0R,41.7897502,4
K15RS0S,41.5977855,3
K15RS0T,41.7182867,3
K15RS0W,41.6121653,3
K15RS0X,44.2290569,3
K15RS0Y,46.793931,3
K15RS1A,43.1099018,3
K15RS1B,43.6507063,3
K15RS1C,46.4617006,4
K15RS1D,41.6933537,3
K15RS1E,46.2646688,3
K15RS1F,46.46557,3
K15RS1G,46.6833944,3
K15RS1H,47.369259,3
K15RS1J,46.4605621,3
K15RS1K,44.7150321,3
K15RS1L,40.6198123,3
K15RS1M,46.1457494,3
K15RS1N,42.7942419,3
K15RS1O,44.3117238,3
K15RS1P,45.2871882,3
K15RS1Q,121.3859294,3
K15RS1R,44.6327535,3
K15RS1S,66.8139125,3
K15RX4V,72.8829965,3
K15RY5X,42.1240493,5
K15RY5Y,40.5244163,5
K15S20P,45.1933982,6
K15S20V,35.2459898,6
K15S49Z,45.9229553,5
K15TZ0S,144.3979747,3
K15Ta0Y,56.1378672,6
K15Ta1A,43.2770924,6
K15Ta1C,39.5832814,5
K15Ta1J,45.6746888,6
K15Ta1L,44.0963288,6
K15Ta1P,39.6881299,4
K15Ta1R,35.177186,6
K15Ta1V,90.8147772,6
K15Ta1W,70.531958,5
K15Ta2F,70.0278026,6
K15Ta2G,44.5885487,6
K15Ta2P,73.0642368,7
K15Ta2R,44.2371949,6
K15Ta3J,46.5804961,7
K15Ta3K,41.2323557,6
K15Ta3S,56.1843482,6
K15Ta3X,40.6216245,6
K15Ta7G,52.4520991,3
K15Ta7H,79.1560332,3
K15Te8Q,39.7849481,6
K15Tj4P,67.756316,5
K15Tj4Q,52.0958129,3
K15U84K,50.096331,6
K15U87H,62.9499787,3
K15UA5N,194.2447377,4
K15UA5O,51.903413,4
K15VF7D,48.1605918,3
K15VG4A,46.07144,3
K15VG4B,45.2069365,3
K15VG4C,45.659602,3
K15VG4D,46.1539048,3
K15VG4F,28.4377011,3
K15VG4J,39.6009757,4
K15VG4K,39.550929,4
K15VG4L,39.6714297,4
K15VG4M,39.5866629,4
K15VG4N,39.6933871,4
K15VG4O,39.9071081,3
K15VG4P,39.549272,3
K15VG4R,39.5913421,4
K15VG4S,39.6200706,3
K15VG4U,39.7528253,3
K15VG4V,39.7954989,3
K15VG4W,39.7454347,3
K15VG4X,39.6247692,3
K15VG4Y,39.689852,3
K15VG4Z,39.7027279,3
K15VG5A,39.944611,3
K15VG5B,39.9652505,4
K15VG5C,39.6446797,3
K15VG5D,39.7652405,3
K15VG5E,39.9030749,3
K15VG5F,39.5494645,4
K15VG5G,39.6151014,4
K15VG5H,39.768023,5
K15VG5J,39.5133449,4
K15VG5K,39.9112489,4
K15VG5L,39.7575937,4
K15VG5M,39.7707126,3
K15VG5N,39.5643491,3
K15VG5O,39.768177,4
K15VG5P,39.6583073,4
K15VG5Q,39.4793086,4
K15VG5R,39.7826705,3
K15VG5S,39.7537581,3
K15VG5T,39.6854066,3
K15VG5U,39.5301229,3
K15VG5V,30.2991071,4
K15VG5W,30.2808119,6
K15VG5X,30.2257938,3
K15VG5Y,48.2282783,4
K15VG5Z,48.2415225,3
K15VG6A,48.2587125,3
K15VG6B,48.1454624,4
K15VG6C,48.5561782,3
K15VG6D,48.2069204,4
K15VG6E,48.2973526,3
K15VG6F,48.1239156,3
K15VG6G,48.2522282,4
K15VG6H,48.2385336,4
K15VG6J,48.1036763,4
K15VG6K,48.4955463,4
K15VG6L,48.2951017,4
K15VG6M,63.9261595,4
K15VG6N,63.6031818,4
K15VG6O,76.3435084,4
K15VG6P,76.4105715,4
K15VG6Q,43.9965451,4
K15VG6R,43.9576696,3
K15VG6S,43.9646885,4
K15VG6T,43.9974152,3
K15VG6U,43.9903602,3
K15VG6V,43.9707423,3
K15VG6W,43.9689079,3
K15VG6X,43.8541938,3
K15VG6Y,43.9907265,3
K15VG6Z,44.0279942,4
K15VG7A,44.0268587,4
K15VG7B,43.9819037,4
K15VG7C,44.0549399,3
K15VG7D,56.140534,3
K15VG7E,55.9018819,3
K15VG7F,56.0082765,3
K15VG7G,42.6061653,3
K15VG7H,42.6361364,3
K15VG7J,42.4801209,4
K15VG7K,42.6627435,4
K15VG7M,36.6901077,3
K15VG7N,36.7377074,3
K15VG7O,59.6428477,4
K15VG7P,40.9608718,3
K15VG7Q,86.5411004,3
K15VG7R,70.1638354,3
K15VG7S,81.9740281,4
K15VG7T,50.8602344,3
K15VG7U,46.6922947,5
K15VG7V,44.5025793,3
K15VG7W,38.3418052,4
K15VG7X,38.9536687,3
K15VG7Y,39.0277982,3
K15VG7Z,33.8762467,3
K15VG8A,73.1560989,3
K15VG8B,99.7019784,3
K15VG8C,44.5832954,4
K15VG8D,118.7003124,4
K15VG8E,69.7584578,3
K15VG8F,41.3752282,3
K15VG8G,65.7055604,4
K15VG8H,49.2462247,4
K15VG8J,59.9708982,3
K15VG8K,59.5439969,4
K15VG8L,88.1537089,3
K15VG8M,64.245943,4
K15VG8N,61.9512824,4
K15VG8O,54.2095929,4
K15VG8P,45.8350351,3
K15VG8Q,43.8523386,4
K15VG8R,44.7280776,3
K15VG8S,47.1497725,4
K15VG8T,45.6429144,4
K15VG8U,44.6780298,4
K15VG8V,45.8532846,4
K15VG8W,42.9824777,4
K15VG8X,43.4203031,4
K15VG8Y,43.1028589,4
K15VG8Z,44.4665937,3
K15VG9A,44.2063237,4
K15VG9B,44.3058222,4
K15VG9C,43.811487,4
K15VG9D,43.0739457,4
K15VG9E,44.6525155,3
K15VG9F,44.15536,4
K15VG9G,46.9528757,3
K15VG9H,43.1899909,3
K15VG9J,43.23021,3
K15VG9K,44.1073982,3
K15VG9L,45.182405,3
K15VG9M,40.9365443,4
K15VG9R,42.9152263,3
K15VG9S,43.6956455,3
K15VG9T,44.1364575,3
K15VG9U,42.811298,3
K15VG9V,43.2703497,3
K15VG9W,45.4984339,3
K15VG9X,44.1968147,3
K15VG9Z,45.560304,3
K15VH0B,44.1013177,3
K15VH0C,43.9197275,3
K15VH0D,45.9610189,3
K15VH0E,42.8175454,3
K15VH0F,43.0626442,3
K15VH0G,42.3622027,3
K15VH0H,45.1143586,3
K15VH0J,43.1475948,3
K15VH0K,43.6730491,3
K15VH0L,40.3390616,3
K15VH0M,45.6382671,4
K15VH0N,41.9040316,3
K15VH0O,44.2386843,3
K15VH0P,46.4181824,3
K15VH0Q,42.8491134,3
K15VH0R,43.5884005,3
K15VH0S,41.7213973,3
K15VH0T,43.7426424,3
K15VH0U,43.0111215,3
K15VH0V,43.5278878,3
K15VH0W,46.1049799,3
K15VH0X,47.0105704,3
K15VH0Y,43.4844852,3
K15VH0Z,44.5719592,3
K15VH1A,43.2486729,4
K15VH1B,44.1154245,3
K15VH1C,44.7554384,3
K15VH1D,46.9096718,3
K15VH1E,44.2726046,3
K15VH1F,43.0226192,3
