packed_designation,a_au,Nopp
K03H57M,42.2335165,9
K03H57O,46.0277132,3
K03K20O,43.7178387,4
K03L07A,76.1708378,5
K03L09D,47.1441419,5
K03Q90T,44.2501886,4
K03Q90X,44.0347907,6
K03Q90Y,43.0406285,8
K03Q91D,43.5918558,3
K03Q91E,43.3130775,5
K03Q91F,43.3055619,4
K03Q91G,42.7759777,6
K03Q91J,44.5562726,4
K03Q91L,43.3621001,6
K03Q91M,43.5144789,6
K03Q91N,42.9070567,4
K03Q91P,36.7208676,7
K03Q91S,46.5947491,3
K03Q91X,44.0645399,5
K03QB2B,44.4605549,4
K03QB2E,43.3366728,4
K03SV7O,39.6803706,6
K03T58J,44.586583,6
K03T58K,43.241043,5
K03T58L,43.6842808,5
K03UT1T,43.047709,4
K03UT1V,43.9415543,5
K03UT1Y,49.5621986,6
K03UT1Z,45.3594724,6
K03UT2B,47.426463,7
K03UT2N,45.1844552,5
K03UT2P,48.1858772,10
K03UT2V,39.5452653,6
K03UT3K,42.6906211,5
K03Uf4A,83.2609027,15
K03WJ1A,39.5062768,7
K03WJ3O,39.8042396,3
K03YH9J,43.8183565,6
K03YH9K,41.7785511,5
K03YH9M,41.0851688,4
K03YH9N,44.4018361,4
K03YH9P,43.9820734,5
K03YH9R,43.3606261,7
K03YH9S,43.5202909,8
K03YH9T,43.4950713,6
K03YH9V,46.8681899,6
K03YH9X,43.5125823,5
K04D64H,46.2711237,6
K04D64M,44.6711292,4
K04D71M,42.857912,4
K04D77G,43.6110165,3
K04E95S,45.0076286,7
K04E95V,39.2894963,6
K04E96G,55.1369764,7
K04E96J,39.3195638,4
K04FG4W,39.279554,4
K04H78X,39.3510123,6
K04H78Y,39.118139,4
K04H78Z,39.4021693,4
K04H79A,39.1534022,5
K04H79B,39.1069541,4
K04H79C,46.2269794,6
K04H79D,45.7742887,4
K04H79E,44.1451561,5
K04H79G,44.0400396,4
K04H79H,43.1303677,5
K04H79K,43.6744528,5
K04H79L,41.9063953,6
K04H79M,36.2841533,7
K04H79O,54.867418,4
K04H79Q,62.7773996,4
K04K18V,30.1472541,5
K04K18Z,55.2758067,4
K04K19B,39.4320743,4
K04K19C,39.2136164,4
K04K19D,38.1702772,4
K04K19E,44.1942085,6
K04K19F,43.9713399,5
K04K19G,43.1221949,4
K04K19H,40.6710135,6
K04K19J,46.9135526,11
K04K19K,42.2374479,5
K04K19L,47.5489258,4
K04K19M,47.5895627,3
K04L31W,46.5758161,4
K04M08S,39.5944706,4
K04M08T,43.2315049,5
K04M08U,45.0320826,7
K04M08V,47.510287,4
K04O14J,55.4725281,3
K04O15P,38.7463589,6
K04O15Q,43.8777315,7
K04O15S,56.2852893,7
K04PA7S,48.4440216,3
K04PA7X,43.8005851,7
K04PA7Z,46.107671,8
K04PA8B,45.4939977,7
K04PB2D,46.847914,5
K04PB7T,43.211502,5
K04PB7U,43.0788114,5
K04PB7V,46.3885647,5
K04PB7W,43.8490375,6
K04PB7X,44.4935458,5
K04PB7Y,40.3573625,13
K04Q29E,41.1735756,8
K04Q29G,48.8563257,4
K04Q29H,51.312022,4
K04S60C,44.1699769,14
K04TS2E,34.58224,5
K04TZ7X,36.7740132,7
K04U10D,43.1044003,5
K04U10S,39.932507,4
K04V75U,44.0197408,6
K04V75Z,39.6267525,6
K04V78K,48.1909322,7
K04VD0U,62.9248906,6
K04VD0V,39.6799291,14
K04VD0X,39.7391589,6
K04VD0Y,39.6084796,6
K04VD0Z,39.8403265,7
K04VD1D,46.7193687,5
K04VD1E,42.5405824,4
K04VD1F,43.964888,6
K04VD1G,65.0945404,4
K04VD1H,60.8543998,3
K04VD1M,69.4900594,5
K04VD1U,45.923561,6
K04XJ0X,45.3710518,6
K05B49V,43.55923,10
K05B49W,43.9503635,7
K05C81D,39.1443141,7
K05C81E,42.5499228,5
K05C81F,36.3123338,6
K05ET6E,43.9742926,5
K05EU3M,43.3076719,4
K05EU4F,85.2912666,6
K05EV8B,44.8187156,3
K05EV8C,43.5333994,6
K05EV8W,44.3163785,6
K05EV8X,39.3056116,11
K05GI6X,43.7040625,7
K05GI7A,39.2359947,4
K05GI7C,43.8692744,4
K05GI7D,42.8307826,7
K05GI7F,39.3452654,9
K05GK6X,68.4255551,11
K05GL0V,39.0426281,8
K05GM8H,36.5000832,6
K05JH4Z,42.4112558,4
K05JH7H,44.2851233,5
K05JI5Y,43.9793053,4
K05JI6B,41.3926542,5
K05JI6J,44.6015279,4
K05JI6K,47.2968845,6
K05L54A,44.228742,4
K05L54B,43.5944138,8
K05L54C,67.3943079,4
K05NC5U,81.6904057,10
K05NC5V,44.0506638,12
K05P21K,44.3927884,6
K05P21L,46.8053374,5
K05P21S,44.8174621,7
K05P21T,75.6316134,6
K05R52H,159.6899205,7
K05T53N,30.3299104,4
K05TI9V,39.5128079,7
K05VC2Z,41.4866878,6
K05VC3A,39.7245033,4
K06A98K,43.8672714,5
K06A98L,60.1525957,4
K06A98M,130.3455475,6
K06A98N,42.9410946,4
K06A98O,37.8227109,4
K06BS4R,43.6977158,9
K06BS4S,59.1844596,8
K06C69H,45.5953519,8
K06HC2N,45.7190282,4
K06HC2P,45.975096,5
K06HC2T,39.1526448,6
K06HC2W,45.2701274,4
K06HC2Y,42.7018621,8
K06HC2Z,46.9963597,3
K06HC3A,42.6901558,3
K06HC3B,43.9359785,3
K06HC3C,36.4359872,4
K06HC3E,43.9093694,3
K06J58U,46.0630309,4
K06J58V,44.8142613,6
K06QI0P,38.4500424,5
K06QI0S,56.7733915,4
K06QI0Z,46.6067056,5
K06QI1A,42.7381754,6
K06QI1B,44.2033918,5
K06QI1F,45.2123382,7
K06QI1G,58.3188641,3
K06QI1H,67.4003556,3
K06QI1R,47.0742066,5
K06Sa9F,63.3353281,8
K06Sf5E,42.9258682,4
K06Sf5F,43.5525599,5
K06Sf5G,48.4707896,10
K06Sf5H,50.3574951,7
K06TC1K,39.6250695,3
K06TD0O,36.7419428,14
K06TD0P,39.5933577,15
K06WJ5S,39.6483813,4
K06WK6F,43.3863846,6
K06WK6G,50.2968319,8
K07B81O,53.961357,7
K07C66J,43.2572315,7
K07C79Q,45.2607477,7
K07C79R,46.9343767,5
K07C79S,44.0061951,7
K07DA1S,43.814968,6
K07F51M,45.3162079,7
K07F51N,86.800717,7
K07F51O,50.0739935,10
K07F51P,44.5070126,7
K07H90V,43.8793966,6
K07J45F,39.2511221,10
K07L38E,53.9489161,6
K07L38F,86.787818,7
K07L38G,55.2143942,6
K07L38H,132.8497627,7
K07L38J,72.0278943,7
K07RV4L,40.6824388,7
K07RW6W,46.4102533,4
K07RW6X,46.5339145,4
K07RW6Y,39.1274419,7
K07RW6Z,53.4146553,6
K07Tf8B,57.6426128,7
K07Tf8D,48.7520474,3
K07Th1V,39.8191511,4
K07Th4C,134.335791,6
K07VU2J,43.5380168,8
K07VU2K,46.1296927,5
K08AB8Q,41.3696126,15
K08AD8U,32.3363953,5
K08J41O,87.2970278,5
K08L18C,29.993417,4
K08TN9A,39.767062,4
K08UX2A,77.0351223,7
K09DE3J,65.2312507,7
K09DE3L,43.2994159,4
K09DE3N,39.1112709,3
K09DE3R,46.6032372,4
K09DE3S,48.8748876,3
K09J18Z,39.0611313,14
K09J19E,39.218797,5
K09K30K,59.7566819,3
K09K30N,69.12817,4
K09K30O,44.1806591,3
K09M10E,29.2396857,14
K09M10F,41.7895608,11
K09M10G,48.1085956,4
K09UF6F,43.2093158,5
K09X26M,43.4643233,10
K09Y19G,56.2313081,11
K09Y26R,41.3959097,12
K09Y26S,36.5972511,12
K09Y26T,39.4122932,13
K09Y32K,44.0990989,12
K10AF3V,39.3054458,12
K10C55G,31.5634226,3
K10DA6F,30.3283521,11
K10E65Q,59.6408125,8
K10ED9L,39.1312398,10
K10F86X,46.5591159,7
K10G34X,28.832185,8
K10GE7W,179.7277836,3
K10JC4J,83.5723662,4
K10JC4K,40.2604183,4
K10JL0J,49.7718796,11
K10JL5E,61.9365152,6
K10K39Z,45.1100919,5
K10LD6B,39.4121209,11
K10MB6R,63.841724,13
K10P66T,63.1651288,12
K10P75U,86.525363,12
K10Q07Q,115.118281,12
K10R45M,46.7447492,5
K10R45N,41.140231,10
K10R64F,43.4264718,13
K10R64N,41.2281076,12
K10RI8D,40.7438606,13
K10RI8F,47.0959559,15
K10RJ0J,44.7249886,9
K10RJ0K,39.7182918,11
K10RM6J,29.7518331,4
K10S41B,39.9377051,13
K10T00J,63.7455806,13
K10TI2J,40.0769103,9
K10TI2L,44.1972035,11
K10TI2N,39.9299367,9
K10TI2P,45.5437324,13
K10TJ1S,30.199418,13
K10TJ1T,30.2317903,6
K10TJ2A,42.3088959,7
K10TJ2D,43.4689057,6
K10TJ2E,41.5131805,5
K10TJ2F,43.6447333,6
K10TJ2G,44.2802893,6
K10TJ2K,46.7417188,10
K10TJ5S,39.7836816,9
K10V11R,41.6274046,12
K10VM4X,39.9801095,19
K10VP3D,43.0230568,10
K10VP3E,32.0352695,8
K10W09G,53.6071796,8
K10W75M,50.6396226,9
K10X91E,63.6934551,11
K11BG3R,96.8202044,12
K11BG3S,43.5793347,7
K11BG3T,53.7961624,6
K11BG3U,57.3570941,6
K11BH0N,70.6442597,11
K11BH0O,46.2579871,9
K11BH0P,87.2216114,10
K11CB9W,52.6529756,5
K11CB9X,41.6377947,7
K11CB9Y,62.2809806,5
K11E90Z,40.8995907,7
K11H60O,92.971171,6
K11H83P,52.1678399,4
K11HA2M,30.1889552,8
K11HA2Z,43.241485,5
K11HA3F,43.0315519,4
K11HA3J,46.6702175,4
K11HA3K,53.4498688,3
K11HA4N,39.2693902,8
K11J31W,45.6671781,4
K11J31X,44.9528325,3
K11J31Y,44.061335,4
K11J32A,46.7019841,4
K11L29J,43.9542339,10
K11M11V,61.2635828,12
K11O60B,103.711231,11
K11R00S,40.9779787,8
K11SS1W,47.1063118,9
K11Uf0P,39.9583107,4
K11Uf0Q,39.7667828,3
K11Uf0R,39.7649472,4
K11Uf0S,39.8398429,4
K11Uf0U,39.6807254,3
K11Uf0V,39.8135576,5
K11Uf0W,39.9045439,4
K11Uf0X,39.7036319,4
K11Uf0Z,39.8346505,4
K11Uf1A,39.6013608,5
K11Uf1B,39.9074867,4
K11Uf1D,39.4698201,5
K11Uf1F,48.309109,4
K11Uf1G,48.1476155,3
K11Uf1H,46.5850589,3
K11Uf1J,42.6641219,3
K11Uf1M,42.5012081,5
K11Uf1O,42.6926577,3
K11Uf1P,77.1944952,3
K11Uf1Q,62.7941312,3
K11Uf1R,62.6813235,3
K11Uf1S,63.4154256,3
K11Uf1T,55.9945478,3
K11Uf1U,44.2959067,3
K11Uf1Y,44.5880286,3
K11Uf1Z,45.9189191,3
K11Uf2B,43.8454543,3
K11Uf2C,43.7811921,4
K11Uf2D,45.7950143,4
K11Uf2E,43.7869157,3
K11Uf2G,46.8960793,4
K11Uf2J,42.3168623,3
K11Uf2K,41.0650073,4
K11Uf2L,43.3710051,3
K11Uf2O,38.2907864,3
K11Uf2P,57.0946138,3
K11Uf2Q,68.4810478,4
K11Uf2R,50.6569493,3
K11Uf2S,48.2840663,3
K11Uf2Z,36.7362543,3
K11Uf3A,36.8380835,4
K11Uf3J,74.8326236,12
K11Uf3K,41.7423389,9
K11V24Z,51.5670441,9
K11WF7J,99.2799891,12
K11WI8W,51.3018093,3
K12A25Z,54.4520334,10
K12BF4V,46.578473,5
K12BF4Y,42.0373939,12
K12D98Z,42.5132357,5
K12DA6Q,43.5375393,9
K12DC1V,63.8812311,9
K12E18E,67.7676445,8
K12F87N,39.1590827,8
K12G11U,168.4915197,9
K12G17X,37.3097606,5
K12H85E,44.5640984,5
K12H87W,91.0575386,8
K12H87X,103.1668911,9
K12O06L,54.4895023,4
K12S67B,47.5089291,10
K12TD9L,30.0218337,3
K12TW4C,42.7057768,13
K12TW4D,39.7285232,11
K12TW4E,46.5355578,10
K12TW4F,43.7794406,11
K12TZ9F,42.3704109,9
K12UH7G,39.6747576,3
K12UH7K,94.4296281,3
K12UH7L,41.02177,5
K12UH7N,43.5675237,6
K12UH7P,43.2051161,3
K12UH7Q,52.5299569,4
K12UH7R,74.9079122,3
K12UH7V,30.226928,5
K12UH8D,55.8665052,9
K12UI5D,30.3686541,9
K12UI5E,41.8067061,9
K12VB6B,47.2112305,9
K12VC8R,41.6487843,12
K12W37D,40.1423695,11
K12W37E,48.1470034,4
K12W37F,39.7437136,8
K12W37G,49.3913727,5
K12XF7R,47.9780214,13
K12XF9W,39.7070227,7
K12Y09O,43.9977216,4
K12Y12F,43.7141063,7
K12Y12G,39.579313,6
K13AI3R,71.541207,6
K13AI3S,61.1009016,11
K13B78K,37.9499179,4
K13CD4A,30.7942379,11
K13CO2Z,44.6339324,9
K13EE9M,45.0083892,4
K13EF4J,43.7998389,10
K13F28A,43.9321633,12
K13F28D,39.4389716,7
K13F28G,53.9071066,3
K13F28H,42.998323,10
K13F28K,42.6732005,4
K13F28M,56.5967144,6
K13F28N,35.1314003,13
K13F28O,47.4493725,13
K13F28Q,62.4214427,3
K13GD6O,38.6036252,4
K13GD6Q,48.4870068,5
K13GD6S,55.2167568,4
K13GD6X,47.7037912,5
K13GD6Y,55.2031071,5
K13GD7C,43.0081861,3
K13GD7E,39.1099929,3
K13GD7F,39.3682693,4
K13GD7G,39.1248284,3
K13GD7H,39.2275783,3
K13GD7J,39.3261282,3
K13GD7L,39.1001088,4
K13GD7M,43.8853102,4
K13GD7O,41.2501546,3
K13GD7P,43.483966,3
K13GD7R,42.4104747,4
K13GD7S,43.6210017,4
K13GD7U,44.6006906,4
K13GD7X,43.0646789,5
K13GD7Y,44.6346382,4
K13GD7Z,41.2534002,3
K13GD8B,42.7646157,4
K13GD8C,42.6853518,3
K13GD8D,43.6879964,5
K13GD8E,43.9371964,3
K13GD8F,43.8203684,5
K13GD8G,47.2372734,5
K13GD8J,120.3196304,10
K13GF8M,43.3154096,4
K13GF8N,39.1639473,4
K13HF6R,45.4643754,5
K13HF6S,45.427991,3
K13HF6W,39.3855687,8
K13HG2G,34.0863609,4
K13J63U,48.4016635,6
K13J63V,46.2042642,6
K13J63W,45.4963322,4
K13J64F,55.1497064,4
K13J64K,54.9492632,7
K13J64L,56.4365244,5
K13J64O,141.0530152,4
K13J64P,57.247496,4
K13J64Q,48.8141713,5
K13J64R,77.121306,4
K13J64S,42.3804823,3
K13J64U,40.0580136,3
K13J64Z,39.2992127,4
K13J65A,39.3827288,3
K13J65B,39.2924151,4
K13J65C,39.2331823,4
K13J65D,39.2495201,4
K13J65E,39.1901161,4
K13J65F,39.2626951,4
K13J65G,39.2700751,4
K13J65H,39.1842687,5
K13J65M,46.6088268,4
K13J65Q,44.074104,3
K13J65R,46.0499521,3
K13J65S,40.4586391,4
K13J65T,46.4147621,3
K13J65W,47.4848837,5
K13J67X,46.1943602,4
K13K18Y,30.1271461,8
K13L35U,43.7244352,4
K13L35Y,42.5431781,6
K13L36Z,55.1154384,5
K13M18R,39.2874261,11
K13N24M,45.2831855,8
K13N33T,29.9971641,13
K13N33U,70.732145,10
K13P74U,34.2964332,8
K13P74W,38.3232779,6
K13P74X,39.8184034,9
K13P76S,43.8677044,5
K13P84D,102.1534933,5
K13Q95P,40.990446,6
K13Q99R,41.273733,5
K13QA3X,50.6775309,4
K13R98B,42.5275991,5
K13R98D,39.7020017,5
K13R98P,43.2817844,7
K13R98Q,55.9040244,5
K13R98R,50.6435465,6
K13RA8X,45.69274,6
K13RA8Y,46.1210408,5
K13RA8Z,56.2410956,5
K13RA9B,40.5668663,5
K13RA9C,39.760548,4
K13RA9D,32.6498058,5
K13RA9E,44.0107562,6
K13RA9F,43.2510815,7
K13RA9G,38.5516418,4
K13RA9H,36.5922576,6
K13RA9J,43.6779384,5
K13RA9K,91.5666964,6
K13RA9L,40.4511896,4
K13RA9M,51.3064613,5
K13RA9N,42.9230583,6
K13RA9O,44.4249374,5
K13RA9P,45.1402862,6
K13RA9Q,36.7422181,6
K13RA9R,48.2993272,6
K13RA9S,45.0742831,7
K13RA9T,45.8841186,6
K13RC4D,43.1450427,7
K13RC4E,123.9602198,5
K13RC4F,43.7766107,7
K13RC4G,92.3200822,6
K13RC4H,44.6186933,5
K13RC4J,44.2320166,5
K13RC4K,39.8768326,5
K13RC4L,30.2925365,5
K13RC4M,89.9706399,6
K13RC4N,45.674969,7
K13RC4O,39.0414529,6
K13RC4P,46.0461485,5
K13RC4Q,47.0232229,5
K13RC4R,42.01459,6
K13RC4S,46.8868956,4
K13RC4T,66.3021403,5
K13RC4U,48.6304769,5
K13RC4V,44.9709423,5
K13RC4W,36.8360792,5
K13RC4X,39.6648024,5
K13RC8T,40.6074067,5
K13RC8U,61.732688,4
K13RC8V,57.4027068,8
K13RC8W,45.8953376,6
K13RF5Q,51.6104503,5
K13RF5R,62.20642,4
K13RF5S,50.7458742,6
K13RF5T,105.34316,3
K13RF5U,44.3622737,6
K13RF5V,41.3756671,5
K13RF5X,47.1929333,6
K13RF5Y,45.3061441,4
K13RF5Z,40.8557388,6
K13RF6A,31.1755631,4
K13RF6B,39.0230131,6
K13RF6C,176.066134,5
K13RF6D,47.1235085,4
K13RF6E,40.8182596,4
K13RF6F,39.5859067,5
K13RF6G,39.5758756,4
K13RF6H,39.7016678,5
K13RF6O,43.2634773,5
K13RF6P,39.225312,4
K13RF6Q,39.7494672,5
K13RF6R,63.3552563,4
K13RF6S,61.4710564,5
K13RF6T,55.3671088,5
K13RF6U,57.4610879,5
K13RF6V,44.0767916,5
K13RF6W,40.9875013,4
K13RF6X,45.2483569,4
K13RF6Y,49.5803752,5
K13RF6Z,41.3891575,5
K13RF7A,55.3818753,5
K13RF7B,39.885994,4
K13RF7C,39.6887463,6
K13RF7D,37.9568961,6
K13RF7E,46.2637801,5
K13RF7F,63.6356373,4
K13RF7G,41.7083673,5
K13RF7H,38.9138745,3
K13RF7L,55.7513348,3
K13RF7M,57.2286686,6
K13RF7O,73.8431344,5
K13RF7P,42.8385619,5
K13RF7Q,36.5692392,4
K13RF7R,38.5908291,4
K13RF7S,46.064587,4
K13RF7T,42.3585238,5
K13RF7U,43.5803742,4
K13RF7V,69.0571681,5
K13RF7W,47.1765062,5
K13RF7X,41.5974052,5
K13RF7Y,44.0195063,6
K13RF8A,46.2330178,5
K13RF8B,46.9280599,4
K13RF8C,30.269431,5
K13RF8D,99.4633012,6
K13RF8E,48.2783011,3
K13RF8F,47.7903111,4
K13RF8G,60.6146203,6
K13RF8J,91.1367541,5
K13RF8K,44.759855,4
K13RF8L,40.6321861,3
K13RF8M,43.9364849,4
K13RF8N,46.7078389,4
K13RF8O,40.6794671,6
K13RF8P,44.6209319,7
K13RF8Q,45.8182787,4
K13RF8T,44.6256954,6
K13S99Z,38.576862,6
K13SA0J,43.9229209,3
K13SA0K,62.6877037,4
K13SA0L,44.1947895,5
K13SA0M,45.7941485,5
K13SA0N,43.9987339,4
K13SA0O,46.2096657,3
K13SA0P,44.1602956,3
K13SA0Q,48.2887691,4
K13SA0R,45.9035883,5
K13SA0S,44.3171189,3
K13SA0T,41.2581917,3
K13SA0U,42.596658,4
K13SA0V,43.4288662,4
K13SA0W,43.0284417,4
K13SA0X,43.1361527,4
K13SA0Y,43.6092629,3
K13SA0Z,43.9771807,4
K13SA1A,48.0967775,3
K13SA1B,44.0764095,5
K13SA1C,42.9968049,3
K13SA1D,43.7191909,3
K13SA1E,44.5458228,3
K13SA1F,42.7821833,3
K13SA1G,46.9917459,4
K13SA2G,43.4122498,6
K13SA2H,38.1877997,5
K13SA2J,44.1398392,5
K13SA2K,43.7852308,5
K13SA2M,52.9321336,6
K13SA2N,68.9099947,6
K13SA2O,39.7610264,6
K13SA2P,39.6231261,6
K13SA2Q,93.1006488,5
K13SA2R,53.2308714,5
K13SA2S,47.7341006,6
K13SA2T,44.3117618,3
K13SA6D,44.4674954,7
K13SA6E,43.1563795,7
K13SA6F,76.4778135,7
K13SA6G,62.5013241,6
K13SA6H,48.4093678,6
K13SA6J,44.8610787,6
K13SA6K,45.024688,4
K13SA6L,47.2774245,5
K13SA6M,45.7763734,3
K13SA6N,43.9572101,7
K13SB1Y,54.6458352,5
K13SB2A,43.6394421,5
K13SB2B,38.608494,5
K13SB2C,45.1680954,5
K13SB2D,35.0931817,5
K13SB2E,42.6846067,4
K13SB2F,44.1384765,4
K13SB2G,44.2269703,4
K13SB2H,46.1668083,4
K13SB2J,44.119349,5
K13SB2K,44.4677214,4
K13SB2L,35.126689,4
K13SB2M,44.5550046,4
K13SB2N,43.5759364,4
K13SB2O,50.8820728,4
K13SB2P,52.0785044,5
K13SB2Q,43.0510866,5
K13SB2S,40.3401691,6
K13SB2T,43.9638567,4
K13SB2U,39.5437935,4
K13SB2V,44.2845826,4
K13SB2W,44.1767833,4
K13SB2X,53.6417216,5
K13SB2Y,38.3769857,3
K13SB2Z,43.3028351,5
K13SB3A,40.650385,5
K13SB3B,46.0590469,4
K13SB3D,46.3677376,5
K13SB3E,44.1116723,5
K13SB3F,39.555652,4
K13SB3G,46.9976788,4
K13SB3H,45.7755061,4
K13TF9M,46.9547664,12
K13TH1X,50.9803231,5
K13TH1Y,39.7354539,7
K13TH1Z,45.8363193,5
K13TH2A,39.8250754,6
K13TH2B,43.4872029,5
K13TH2C,44.0368551,7
K13TH2D,42.8879851,3
K13TH2E,48.7823415,7
K13TH2F,44.1335655,6
K13TH2G,48.5022637,3
K13TH2H,42.7446566,5
K13TH2J,52.5268829,7
K13TH2K,46.9158782,4
K13TH2L,44.1306152,5
K13TH2M,70.9745129,7
K13TI7B,78.4541551,4
K13TI7C,44.0691792,5
K13TI7D,62.4068155,5
K13TI7E,44.8139099,4
K13TI7F,44.0602603,5
K13TI7G,47.9465438,6
K13TI7H,44.5771365,6
K13TI7J,43.1164631,5
K13TI7K,44.0594725,6
K13TI7L,39.7057762,3
K13TI7M,36.7532654,5
K13TI7N,53.7882346,5
K13TI7O,39.6658883,4
K13TI7P,81.0540496,6
K13TI7Q,43.9461657,6
K13TI7R,61.9508052,7
K13TI7S,35.1611872,6
K13TI7T,44.4449664,7
K13TI7U,39.6561599,5
K13TI7V,39.9298473,6
K13TI7W,43.4944742,4
K13TI7X,43.2690412,6
K13TI7Y,43.8764847,7
K13TI7Z,30.3347281,7
K13TI8B,39.8706239,4
K13TI8C,44.6794223,7
K13TI8D,44.1219842,5
K13TI8E,39.8778352,6
K13TI8F,46.1042563,5
K13TM7K,30.2998313,5
K13TM7L,40.5679306,5
K13TM7N,43.7951316,5
K13TM7P,43.5527661,6
K13TM7Q,44.4204364,6
K13TM7R,39.9364874,5
K13TM7S,33.8104576,5
K13TM7T,42.9355399,4
K13TM7U,43.8448107,5
K13TM7V,39.8250734,6
K13TM7X,70.4120704,5
K13TM7Y,36.3027438,6
K13TM7Z,43.6872368,6
K13TM8A,46.5542966,6
K13TM8B,56.4766609,5
K13TM8C,44.6442715,5
K13TM8D,48.1972301,6
K13TM8E,39.5664592,4
K13TM8F,40.9588444,5
K13TM8G,48.1043098,5
K13TM8H,48.3890359,6
K13TM8J,45.6841423,4
K13TM8K,48.1392634,3
K13TM8L,48.1154378,5
K13TM8M,43.1401493,6
K13TM8N,90.9387353,6
K13TM8O,44.4131241,5
K13TM8P,45.48314,3
K13TM8Q,42.6897307,3
K13TM8S,43.7764797,5
K13TM8T,44.3035213,5
K13TM8U,45.8436753,5
K13TM8W,43.8559238,5
K13TM8X,43.7165065,5
K13TM8Y,45.4292399,4
K13TM8Z,44.2523201,4
K13TM9A,41.8533017,4
K13TM9B,43.8818669,5
K13TM9C,48.1498108,5
K13TM9D,44.0934689,5
K13TM9E,39.782118,4
K13TM9G,44.8508241,5
K13TM9H,43.1521821,5
K13TM9J,57.4055715,5
K13TM9M,43.6964736,5
K13TM9N,45.7979631,6
K13TM9O,44.1826393,5
K13TM9P,42.9972571,6
K13TM9Q,39.7622656,6
K13TM9S,44.5697047,5
K13U15E,60.8842429,9
K13U15H,180.0789899,3
K13U15K,48.3262927,6
K13U15N,45.5197382,4
K13U15O,43.6851958,4
K13U15P,47.059856,4
K13U15Q,43.0613214,6
K13U15R,56.9269703,3
K13U15S,36.6914163,3
K13U16W,44.735128,4
K13U16X,39.4856549,4
K13U16Y,44.3696691,5
K13U16Z,44.999322,4
K13U17A,39.8201751,3
K13U17B,63.1767423,3
K13U17E,43.4445846,3
K13U17F,39.8360947,4
K13U17G,44.092168,5
K13U17H,48.2987177,4
K13U17J,39.9269123,4
K13U17K,43.9211251,4
K13U17L,43.0751241,5
K13U17M,42.8292482,5
K13U17N,43.8867289,5
K13U17O,55.8414117,5
K13U17P,44.2379279,3
K13U17Q,36.8544161,4
K13U17R,44.6885102,4
K13U17S,42.913144,3
K13U17T,43.3828761,4
K13U17V,39.7263821,3
K13U17W,45.7082289,4
K13U17X,39.7869897,3
K13U17Y,44.6920126,3
K13U17Z,48.0340459,4
K13U18A,43.3872464,3
K13U18B,45.5539646,5
K13U18C,43.150493,3
K13U18D,45.3805288,4
K13U18F,46.8554782,4
K13U18G,45.1570192,4
K13U18W,39.6914105,3
K13U18X,43.9485287,3
K13U22R,44.3571968,6
K13U22T,42.6158679,6
K13U31E,47.422452,5
K13U31F,39.8286156,6
K13U49L,43.9041269,5
K13V24D,53.5232132,5
K13V24F,39.6983211,9
K13V25Q,62.5355423,8
K13V30X,30.2850213,6
K13V31Z,43.8476784,6
K13V46K,42.0463252,4
K13V46L,46.0097512,6
K13V46M,56.4536651,6
K13V46N,39.7999347,5
K13V46O,48.4005648,6
K13V46P,48.2180599,7
K13V46Q,39.5966179,5
K13V46R,39.7890078,5
K13V46S,102.4529845,6
K13V71O,44.3431758,3
K13V71Q,39.7760474,4
K13V71R,39.7563899,4
K13V71S,39.9544165,4
K13V71T,39.7299215,4
K13V71U,103.3617541,5
K13V71V,40.8083304,4
K13V71W,44.52156,5
K13V71X,44.4192913,6
K13V71Y,39.802477,5
K13V71Z,53.0706771,6
K13V72A,41.9574271,5
K13V72B,66.0799715,5
K13V72C,39.8277202,6
K13V72D,48.4789505,5
K13V72E,44.0300201,5
K13V72F,39.6249301,5
K13V72H,45.8897544,5
K13WB4G,44.5517568,6
K13WC3H,46.6815005,6
K13WC3J,39.8952698,5
K13WC3K,56.0990796,3
K13WD9A,43.8431691,6
K13WD9B,43.2797483,6
K13WD9C,45.4263676,4
K13X33U,40.9388421,7
K13X40L,91.7705703,5
K13X40M,42.1659601,4
K13YG9D,43.0892997,5
K14A55M,46.9852776,15
K14B70D,41.3444024,11
K14C14W,32.6305488,5
K14DB2T,47.5016939,7
K14F43P,44.5943542,9
K14F61X,42.6823031,4
K14F62B,39.2528278,6
K14F62C,45.4881334,3
K14F69C,72.2493586,3
K14F69O,54.2309977,4
K14F70D,53.6508402,3
K14F70L,55.1506744,4
K14F71V,54.6807215,6
K14F71X,62.1084078,4
K14F71Y,43.2183153,13
K14F71Z,74.9017818,3
K14F72A,56.2911093,3
K14F72C,74.786037,12
K14F72G,46.4412721,3
K14F72H,56.5450062,3
K14F72J,92.8093834,4
K14F72K,53.4408718,4
K14F72L,102.026003,3
K14G53T,46.0220921,11
K14G54E,47.374207,8
K14G54J,39.2975171,8
K14G54K,39.2866967,7
K14G65K,43.3750995,7
K14HK8P,64.7072217,4
K14HK8V,43.2810044,3
K14HL1O,64.8908382,11
K14J80E,90.2610228,6
K14J80O,38.9680481,10
K14J80T,39.5539171,6
K14J80U,53.0741961,6
K14J80V,48.2372333,4
K14J92C,45.5179795,5
K14J92Q,39.2691779,10
K14KA1S,38.4242509,7
K14KA1T,42.0114859,5
K14KA1X,39.421763,9
K14KA2A,103.9009881,9
K14KA2B,55.3371223,7
K14KA2C,39.2952661,7
K14KA2D,39.3970567,6
